Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Referee,B365H,B365D,B365A
2008/09,26/12/08,Middlesbrough,Everton,0,1,A,0,0,D,7,11,5,6,28,14,5,8,5,1,0,0,M Riley,2.5,3.3,2.87
2008/09,26/12/08,Portsmouth,West Ham,1,4,A,1,1,D,21,16,14,9,14,9,9,5,1,3,0,0,S Bennett,2.2,3.25,3.4
2008/09,26/12/08,Stoke,Man United,0,1,A,0,0,D,6,17,3,10,13,7,6,9,4,2,1,0,C Foy,12.0,5.0,1.3
2008/09,26/12/08,Sunderland,Blackburn,0,0,D,0,0,D,13,7,8,3,5,11,5,2,0,3,0,0,M Atkinson,2.25,3.25,3.3
2008/09,26/12/08,Tottenham,Fulham,0,0,D,0,0,D,14,10,7,7,7,11,4,2,0,1,0,0,P Walton,1.72,3.6,5.0
2008/09,26/12/08,Wigan,Newcastle,2,1,H,1,0,H,11,5,5,3,14,11,7,4,2,3,0,1,M Dean,2.25,3.3,3.25
2008/09,28/12/08,Arsenal,Portsmouth,1,0,H,0,0,D,11,4,7,3,9,9,11,2,0,1,0,0,A Wiley,1.4,4.5,10.0
2008/09,28/12/08,Blackburn,Man City,2,2,D,1,0,H,11,13,6,3,14,9,4,3,2,1,0,0,H Webb,2.62,3.3,2.87
2008/09,28/12/08,Bolton,Wigan,0,1,A,0,1,A,14,10,8,7,14,13,8,7,2,3,0,0,P Dowd,2.3,3.25,3.4
2008/09,28/12/08,Everton,Sunderland,3,0,H,2,0,H,10,8,6,5,6,10,8,2,1,4,0,0,R Styles,1.8,3.6,5.0
2008/09,28/12/08,Fulham,Chelsea,2,2,D,1,0,H,5,19,2,14,9,8,1,7,1,2,0,0,A Marriner,6.5,3.75,1.61
2008/09,28/12/08,Newcastle,Liverpool,1,5,A,1,2,A,10,17,7,12,7,11,4,9,2,1,0,0,M Halsey,5.0,3.6,1.8
2008/09,28/12/08,West Brom,Tottenham,2,0,H,0,0,D,17,4,11,3,13,12,8,4,3,2,0,1,S Tanner,3.5,3.4,2.2
2008/09,28/12/08,West Ham,Stoke,2,1,H,0,1,A,15,8,7,5,10,13,8,4,3,3,0,1,M Jones,1.72,3.6,5.5
2008/09,29/12/08,Man United,Middlesbrough,1,0,H,0,0,D,28,7,13,2,10,17,8,4,2,0,0,0,M Atkinson,1.2,6.5,19.0
2008/09,30/12/08,Hull,Aston Villa,0,1,A,0,0,D,8,7,3,3,11,8,9,5,1,2,0,0,S Bennett,4.33,3.6,1.91
2008/09,10/01/09,Arsenal,Bolton,1,0,H,0,0,D,14,2,9,2,13,16,5,0,2,2,0,0,C Foy,1.36,4.33,11.0
2008/09,10/01/09,Aston Villa,West Brom,2,1,H,2,0,H,21,9,13,6,12,17,10,7,1,1,0,0,S Bennett,1.4,4.33,9.0
2008/09,10/01/09,Everton,Hull,2,0,H,2,0,H,8,5,5,0,14,26,5,3,2,5,0,0,M Atkinson,1.62,3.75,6.0
2008/09,10/01/09,Middlesbrough,Sunderland,1,1,D,1,0,H,9,10,3,5,11,13,2,7,0,4,0,0,P Dowd,2.25,3.2,3.4
2008/09,10/01/09,Newcastle,West Ham,2,2,D,1,1,D,21,12,12,11,10,18,8,3,1,0,0,0,A Wiley,2.2,3.3,3.4
2008/09,10/01/09,Stoke,Liverpool,0,0,D,0,0,D,5,7,0,3,10,10,4,5,2,2,0,0,L Mason,10.0,4.5,1.36
2008/09,11/01/09,Man United,Chelsea,3,0,H,1,0,H,14,10,11,6,14,14,6,3,3,5,0,0,H Webb,2.2,3.2,3.5
2008/09,11/01/09,Wigan,Tottenham,1,0,H,0,0,D,13,6,5,3,13,13,8,3,3,3,0,0,A Marriner,2.5,3.25,2.88
2008/09,14/01/09,Man United,Wigan,1,0,H,1,0,H,9,13,6,3,9,9,4,6,0,3,0,0,S Bennett,1.2,6.0,15.0
2008/09,17/01/09,Blackburn,Newcastle,3,0,H,0,0,D,9,10,4,3,13,10,2,5,2,3,0,1,R Styles,2.0,3.4,3.8
2008/09,17/01/09,Bolton,Man United,0,1,A,0,0,D,7,16,2,13,8,5,1,8,1,1,0,0,A Marriner,8.0,3.8,1.5
2008/09,17/01/09,Chelsea,Stoke,2,1,H,0,0,D,37,4,22,1,6,16,10,4,0,3,0,0,P Walton,1.2,6.5,15.0
2008/09,17/01/09,Hull,Arsenal,1,3,A,0,1,A,4,13,3,9,11,19,4,4,1,1,0,0,A Wiley,5.5,4.0,1.62
2008/09,17/01/09,Man City,Wigan,1,0,H,0,0,D,10,15,3,6,12,16,2,11,1,4,1,0,L Mason,2.0,3.4,3.75
2008/09,17/01/09,Sunderland,Aston Villa,1,2,A,1,0,H,9,4,6,3,14,17,8,6,4,2,0,1,M Dean,3.25,3.25,2.25
2008/09,17/01/09,West Brom,Middlesbrough,3,0,H,1,0,H,12,9,8,3,13,4,5,3,0,2,0,1,M Halsey,2.38,3.3,3.0
2008/09,18/01/09,Tottenham,Portsmouth,1,1,D,0,0,D,26,11,15,4,6,10,8,4,0,2,0,0,S Bennett,1.73,3.6,5.0
2008/09,18/01/09,West Ham,Fulham,3,1,H,1,1,D,11,9,7,5,13,17,3,3,1,3,0,0,P Dowd,2.1,3.3,3.6
2008/09,19/01/09,Liverpool,Everton,1,1,D,0,0,D,9,7,5,6,19,15,4,4,0,2,0,0,H Webb,1.62,3.75,6.0
2008/09,27/01/09,Portsmouth,Aston Villa,0,1,A,0,1,A,17,9,8,2,9,10,17,5,2,2,1,0,P Walton,3.25,3.4,2.3
2008/09,27/01/09,Sunderland,Fulham,1,0,H,0,0,D,16,15,11,8,2,10,3,1,0,0,0,0,M Halsey,2.25,3.3,3.5
2008/09,27/01/09,Tottenham,Stoke,3,1,H,3,0,H,22,6,14,3,19,21,7,4,2,3,0,0,M Riley,1.61,3.8,6.5
2008/09,27/01/09,West Brom,Man United,0,5,A,0,2,A,10,17,4,10,11,7,5,4,5,2,1,0,R Styles,10.0,5.0,1.36
2008/09,28/01/09,Blackburn,Bolton,2,2,D,0,2,A,15,9,12,5,12,14,6,4,3,4,0,0,M Dean,2.0,3.25,4.5
2008/09,28/01/09,Chelsea,Middlesbrough,2,0,H,0,0,D,23,7,12,5,6,20,8,3,0,2,0,0,L Probert,1.25,6.0,15.0
2008/09,28/01/09,Everton,Arsenal,1,1,D,0,0,D,7,7,3,4,9,11,7,6,2,2,0,0,A Marriner,3.0,3.3,2.5
2008/09,28/01/09,Man City,Newcastle,2,1,H,1,0,H,14,2,7,1,8,11,7,0,1,2,0,0,M Jones,1.75,3.75,5.0
2008/09,28/01/09,West Ham,Hull,2,0,H,1,0,H,25,15,13,12,11,15,11,5,0,1,0,0,H Webb,1.83,3.6,4.75
2008/09,28/01/09,Wigan,Liverpool,1,1,D,0,1,A,3,10,1,5,12,17,2,2,1,0,0,0,P Dowd,5.0,3.5,1.83
2008/09,31/01/09,Arsenal,West Ham,0,0,D,0,0,D,15,2,8,2,12,12,13,3,2,2,0,0,S Bennett,1.5,4.2,7.0
2008/09,31/01/09,Aston Villa,Wigan,0,0,D,0,0,D,16,9,11,4,13,10,6,2,1,1,0,0,R Styles,1.61,3.7,6.0
2008/09,31/01/09,Bolton,Tottenham,3,2,H,1,0,H,13,13,7,10,11,14,2,8,0,1,0,0,P Dowd,2.75,3.3,2.62
2008/09,31/01/09,Fulham,Portsmouth,3,1,H,1,0,H,6,12,6,6,9,8,5,8,0,1,0,0,A Wiley,2.0,3.3,4.0
2008/09,31/01/09,Hull,West Brom,2,2,D,1,0,H,16,13,12,7,13,12,8,6,2,4,0,0,P Walton,2.2,3.2,3.5
2008/09,31/01/09,Man United,Everton,1,0,H,1,0,H,17,7,10,4,11,14,6,2,0,0,0,0,M Halsey,1.36,4.5,10.0
2008/09,31/01/09,Middlesbrough,Blackburn,0,0,D,0,0,D,7,15,4,10,9,16,3,9,0,4,0,0,C Foy,2.5,3.3,2.87
2008/09,31/01/09,Stoke,Man City,1,0,H,1,0,H,7,17,4,7,9,9,7,6,1,1,1,0,M Atkinson,3.25,3.3,2.25
2008/09,01/02/09,Liverpool,Chelsea,2,0,H,0,0,D,21,4,15,1,20,15,12,1,4,3,0,1,M Riley,2.5,3.1,3.1
2008/09,01/02/09,Newcastle,Sunderland,1,1,D,0,1,A,15,16,10,9,13,19,4,3,2,4,0,0,H Webb,2.6,3.2,2.8
2008/09,07/02/09,Blackburn,Aston Villa,0,2,A,0,1,A,17,15,8,8,11,9,4,13,2,0,0,0,S Bennett,2.87,3.3,2.5
2008/09,07/02/09,Chelsea,Hull,0,0,D,0,0,D,13,12,6,4,11,16,13,3,1,2,0,0,L Mason,1.2,6.0,19.0
2008/09,07/02/09,Everton,Bolton,3,0,H,1,0,H,20,7,11,4,7,17,8,4,1,1,0,0,P Walton,1.72,3.4,5.5
2008/09,07/02/09,Man City,Middlesbrough,1,0,H,0,0,D,20,7,12,4,6,10,13,3,0,1,0,0,A Marriner,1.61,3.75,6.0
2008/09,07/02/09,Portsmouth,Liverpool,2,3,A,0,0,D,9,14,7,9,10,9,2,4,1,0,0,0,H Webb,5.0,3.3,1.8
2008/09,07/02/09,Sunderland,Stoke,2,0,H,0,0,D,12,5,6,1,7,9,3,3,2,1,0,1,R Styles,1.83,3.5,4.5
2008/09,07/02/09,West Brom,Newcastle,2,3,A,1,3,A,13,10,7,7,7,11,3,4,2,2,0,0,C Foy,2.25,3.3,3.25
2008/09,07/02/09,Wigan,Fulham,0,0,D,0,0,D,10,8,3,2,9,12,4,8,1,2,0,0,L Probert,2.0,3.4,3.8
2008/09,08/02/09,Tottenham,Arsenal,0,0,D,0,0,D,16,4,6,1,14,14,6,4,1,2,0,1,M Dean,3.0,3.3,2.4
2008/09,08/02/09,West Ham,Man United,0,1,A,0,0,D,9,11,5,6,14,8,5,11,1,1,0,0,P Dowd,6.5,3.75,1.57
2008/09,14/02/09,Portsmouth,Man City,2,0,H,0,0,D,15,10,9,7,12,8,8,2,1,3,0,0,L Probert,2.87,3.25,2.5
2008/09,18/02/09,Man United,Fulham,3,0,H,2,0,H,17,5,9,0,7,13,11,2,1,1,0,0,A Marriner,1.25,5.5,13.0
2008/09,21/02/09,Arsenal,Sunderland,0,0,D,0,0,D,16,3,9,2,6,12,8,3,2,2,0,0,A Wiley,1.4,4.33,9.0
2008/09,21/02/09,Aston Villa,Chelsea,0,1,A,0,1,A,12,18,5,12,9,12,6,11,1,3,0,0,M Halsey,3.3,3.3,2.25
2008/09,21/02/09,Bolton,West Ham,2,1,H,2,0,H,12,17,8,12,18,14,4,13,0,2,0,0,S Tanner,2.3,3.3,3.1
2008/09,21/02/09,Man United,Blackburn,2,1,H,1,1,D,15,12,7,7,7,19,4,7,2,2,0,0,H Webb,1.25,5.5,13.0
2008/09,21/02/09,Middlesbrough,Wigan,0,0,D,0,0,D,6,12,3,6,6,15,5,1,2,4,0,0,M Dean,2.4,3.25,3.0
2008/09,21/02/09,Stoke,Portsmouth,2,2,D,0,0,D,6,6,2,2,6,10,2,3,1,3,0,0,M Jones,2.5,3.25,2.87
2008/09,22/02/09,Fulham,West Brom,2,0,H,0,0,D,19,8,9,5,11,10,12,4,0,1,0,0,M Atkinson,1.8,3.5,4.75
2008/09,22/02/09,Liverpool,Man City,1,1,D,0,0,D,18,10,5,4,10,13,6,4,1,2,0,0,P Dowd,1.57,3.75,7.0
2008/09,22/02/09,Newcastle,Everton,0,0,D,0,0,D,4,15,0,5,15,15,0,6,0,1,1,0,L Mason,2.87,3.25,2.5
2008/09,23/02/09,Hull,Tottenham,1,2,A,1,1,D,12,9,4,6,11,7,11,13,2,1,0,0,L Probert,3.0,3.3,2.37
2008/09,28/02/09,Arsenal,Fulham,0,0,D,0,0,D,16,12,8,3,6,14,11,6,0,0,0,0,P Walton,1.4,4.33,9.0
2008/09,28/02/09,Chelsea,Wigan,2,1,H,1,0,H,17,13,13,7,14,11,12,8,3,2,0,0,L Probert,1.28,5.0,13.0
2008/09,28/02/09,Everton,West Brom,2,0,H,1,0,H,11,17,6,9,9,14,3,6,1,1,0,0,S Bennett,1.5,4.0,7.5
2008/09,28/02/09,Middlesbrough,Liverpool,2,0,H,1,0,H,5,16,3,7,2,6,2,9,2,0,0,0,R Styles,5.5,3.5,1.72
2008/09,01/03/09,Aston Villa,Stoke,2,2,D,1,0,H,11,7,7,3,7,12,6,6,1,1,0,0,H Webb,1.4,4.0,10.0
2008/09,01/03/09,Bolton,Newcastle,1,0,H,0,0,D,10,19,6,11,14,9,1,10,2,3,0,0,A Wiley,2.0,3.3,4.0
2008/09,01/03/09,Hull,Blackburn,1,2,A,0,2,A,9,8,5,6,14,19,6,4,2,3,1,1,M Atkinson,2.87,3.25,2.5
2008/09,01/03/09,West Ham,Man City,1,0,H,0,0,D,13,9,9,2,14,18,4,7,2,2,0,0,M Dean,2.5,3.25,2.87
2008/09,03/03/09,Liverpool,Sunderland,2,0,H,0,0,D,22,5,12,2,9,6,6,2,1,1,0,0,M Halsey,1.4,4.33,9.5
2008/09,03/03/09,Portsmouth,Chelsea,0,1,A,0,0,D,13,20,9,11,7,15,6,5,0,0,0,0,P Dowd,6.5,3.75,1.57
2008/09,03/03/09,West Brom,Arsenal,1,3,A,1,3,A,8,16,4,8,19,14,3,4,4,0,0,0,S Tanner,6.5,3.75,1.57
2008/09,04/03/09,Blackburn,Everton,0,0,D,0,0,D,8,9,3,5,11,14,2,4,1,0,0,0,A Wiley,2.5,3.25,2.9
2008/09,04/03/09,Fulham,Hull,0,1,A,0,0,D,17,10,9,3,11,14,13,5,3,1,0,0,M Jones,1.66,3.6,5.75
2008/09,04/03/09,Man City,Aston Villa,2,0,H,1,0,H,15,7,7,5,7,11,6,5,1,2,0,0,C Foy,2.5,3.3,2.87
2008/09,04/03/09,Newcastle,Man United,1,2,A,1,1,D,9,11,6,9,10,10,3,10,2,2,0,0,S Bennett,7.5,4.0,1.5
2008/09,04/03/09,Stoke,Bolton,2,0,H,1,0,H,11,12,6,9,16,14,7,6,2,1,0,0,M Dean,2.5,3.25,2.9
2008/09,04/03/09,Tottenham,Middlesbrough,4,0,H,3,0,H,12,15,7,6,7,6,4,8,0,1,0,0,H Webb,1.83,3.5,4.5
2008/09,04/03/09,Wigan,West Ham,0,1,A,0,1,A,20,8,8,4,9,11,8,1,2,5,1,1,S Attwell,2.2,3.3,3.4
2008/09,07/03/09,Sunderland,Tottenham,1,1,D,1,0,H,8,13,3,8,17,9,4,1,3,2,0,0,P Dowd,2.87,3.3,2.5
2008/09,11/03/09,Fulham,Blackburn,1,2,A,1,0,H,10,16,8,9,14,8,9,9,1,1,0,0,R Styles,2.25,3.2,3.4
2008/09,14/03/09,Arsenal,Blackburn,4,0,H,1,0,H,18,7,12,3,8,14,7,4,0,4,0,0,P Dowd,1.44,4.33,8.0
2008/09,14/03/09,Bolton,Fulham,1,3,A,1,1,D,14,14,9,8,10,7,4,5,0,0,0,0,C Foy,2.1,3.25,3.75
2008/09,14/03/09,Everton,Stoke,3,1,H,2,0,H,17,10,13,5,7,12,4,9,0,1,0,0,A Marriner,1.5,4.0,7.5
2008/09,14/03/09,Hull,Newcastle,1,1,D,1,1,D,9,9,2,3,18,13,3,3,3,3,0,0,H Webb,2.62,3.25,2.75
2008/09,14/03/09,Man United,Liverpool,1,4,A,1,2,A,14,9,9,6,14,15,10,3,2,3,1,0,A Wiley,1.91,3.3,4.5
2008/09,14/03/09,Middlesbrough,Portsmouth,1,1,D,0,1,A,16,8,11,4,9,11,12,4,1,3,1,0,M Atkinson,2.2,3.2,3.5
2008/09,14/03/09,Sunderland,Wigan,1,2,A,1,2,A,7,9,3,5,8,11,6,2,0,1,0,0,M Dean,2.2,3.2,3.5
2008/09,15/03/09,Aston Villa,Tottenham,1,2,A,0,1,A,11,10,5,9,12,9,9,5,1,3,0,0,S Bennett,2.0,3.3,4.0
2008/09,15/03/09,Chelsea,Man City,1,0,H,1,0,H,18,6,6,3,7,8,4,3,0,2,0,0,M Riley,1.4,4.5,9.0
2008/09,16/03/09,West Ham,West Brom,0,0,D,0,0,D,9,8,4,4,10,10,3,4,1,1,0,0,M Halsey,1.67,3.6,5.75
2008/09,21/03/09,Blackburn,West Ham,1,1,D,0,1,A,15,6,11,2,14,9,6,1,2,1,0,0,C Foy,1.9,3.4,4.33
2008/09,21/03/09,Fulham,Man United,2,0,H,1,0,H,15,13,6,8,14,10,3,4,2,4,0,2,P Dowd,8.0,4.2,1.44
2008/09,21/03/09,Newcastle,Arsenal,1,3,A,0,0,D,11,15,8,10,12,12,8,4,0,1,0,0,M Halsey,5.0,3.6,1.72
2008/09,21/03/09,Portsmouth,Everton,2,1,H,1,1,D,16,5,11,2,19,8,7,4,2,1,0,0,P Walton,2.75,3.2,2.62
2008/09,21/03/09,Stoke,Middlesbrough,1,0,H,0,0,D,10,17,4,8,18,13,5,4,4,1,0,0,L Mason,2.25,3.3,3.3
2008/09,21/03/09,Tottenham,Chelsea,1,0,H,0,0,D,8,15,4,9,14,8,8,7,2,2,0,0,M Dean,4.5,3.5,1.83
2008/09,21/03/09,West Brom,Bolton,1,1,D,0,0,D,11,14,4,11,10,12,8,4,2,1,0,0,H Webb,2.4,3.3,3.0
2008/09,22/03/09,Liverpool,Aston Villa,5,0,H,3,0,H,14,6,7,4,10,13,4,6,1,3,0,1,M Atkinson,1.44,4.2,8.0
2008/09,22/03/09,Man City,Sunderland,1,0,H,0,0,D,18,6,10,5,16,12,7,7,3,6,0,1,S Tanner,1.66,3.6,5.5
2008/09,22/03/09,Wigan,Hull,1,0,H,0,0,D,16,8,6,2,14,13,5,4,1,3,0,0,A Marriner,1.72,3.6,5.0
2008/09,04/04/09,Arsenal,Man City,2,0,H,1,0,H,17,9,9,4,11,9,7,2,1,3,0,0,A Marriner,1.53,3.75,7.5
2008/09,04/04/09,Blackburn,Tottenham,2,1,H,0,1,A,11,9,6,3,13,9,4,7,1,1,0,1,P Walton,2.62,3.25,2.75
2008/09,04/04/09,Bolton,Middlesbrough,4,1,H,2,1,H,16,19,9,4,20,14,7,5,2,1,0,0,A Wiley,2.1,3.3,3.6
2008/09,04/04/09,Fulham,Liverpool,0,1,A,0,0,D,3,19,1,10,8,10,3,6,2,2,0,0,S Bennett,6.0,3.75,1.61
2008/09,04/04/09,Hull,Portsmouth,0,0,D,0,0,D,9,7,1,2,13,14,1,4,0,2,0,1,C Foy,2.62,3.25,2.75
2008/09,04/04/09,Newcastle,Chelsea,0,2,A,0,0,D,6,16,4,10,7,17,4,6,0,2,0,0,R Styles,5.0,3.6,1.72
2008/09,04/04/09,West Brom,Stoke,0,2,A,0,1,A,12,9,9,6,10,10,6,3,2,1,0,0,M Atkinson,2.2,3.25,3.4
2008/09,04/04/09,West Ham,Sunderland,2,0,H,1,0,H,16,14,11,9,10,7,11,8,1,1,0,0,M Jones,2.1,3.2,3.75
2008/09,05/04/09,Everton,Wigan,4,0,H,1,0,H,14,14,10,8,17,11,1,4,0,3,0,0,P Dowd,1.72,3.4,5.5
2008/09,05/04/09,Man United,Aston Villa,3,2,H,1,1,D,14,8,9,8,11,15,8,4,1,2,0,0,M Riley,1.4,4.33,9.0
2008/09,11/04/09,Chelsea,Bolton,4,3,H,1,0,H,20,14,9,6,11,17,8,4,0,0,0,0,P Walton,1.25,5.5,15.0
2008/09,11/04/09,Liverpool,Blackburn,4,0,H,2,0,H,22,7,12,5,6,13,7,2,2,1,0,0,M Riley,1.33,4.75,11.0
2008/09,11/04/09,Middlesbrough,Hull,3,1,H,2,1,H,15,12,9,6,15,16,3,3,3,3,0,0,P Dowd,2.1,3.3,3.75
2008/09,11/04/09,Portsmouth,West Brom,2,2,D,1,0,H,14,12,4,7,16,10,4,2,3,1,0,0,M Dean,1.73,3.5,5.5
2008/09,11/04/09,Stoke,Newcastle,1,1,D,1,0,H,17,8,6,2,14,11,8,4,4,2,0,0,C Foy,2.5,3.25,2.88
2008/09,11/04/09,Sunderland,Man United,1,2,A,0,1,A,12,18,7,8,6,3,5,4,1,2,0,0,R Styles,7.5,4.0,1.5
2008/09,11/04/09,Tottenham,West Ham,1,0,H,0,0,D,14,8,9,6,9,12,10,1,1,4,0,0,M Atkinson,1.73,3.5,5.5
2008/09,11/04/09,Wigan,Arsenal,1,4,A,1,0,H,11,15,5,8,15,16,6,5,3,3,0,0,A Wiley,5.25,3.5,1.73
2008/09,12/04/09,Aston Villa,Everton,3,3,D,1,2,A,15,10,8,6,9,15,11,7,0,2,0,0,H Webb,2.2,3.25,3.5
2008/09,12/04/09,Man City,Fulham,1,3,A,1,0,H,13,15,5,11,9,8,8,3,0,1,0,0,M Halsey,1.91,3.4,4.33
2008/09,18/04/09,Aston Villa,West Ham,1,1,D,1,0,H,17,18,7,9,9,10,12,11,2,3,0,0,R Styles,1.67,3.6,5.5
2008/09,18/04/09,Middlesbrough,Fulham,0,0,D,0,0,D,18,11,14,6,10,14,9,1,3,1,0,0,P Walton,2.25,3.25,3.3
2008/09,18/04/09,Portsmouth,Bolton,1,0,H,0,0,D,20,5,10,1,11,14,6,5,2,4,0,0,P Dowd,2.1,3.3,3.6
2008/09,18/04/09,Stoke,Blackburn,1,0,H,0,0,D,6,3,2,1,11,4,4,6,3,1,0,0,H Webb,2.4,3.25,3.0
2008/09,18/04/09,Sunderland,Hull,1,0,H,1,0,H,8,13,4,3,11,23,6,6,2,3,0,0,M Dean,1.91,3.4,4.2
2008/09,19/04/09,Man City,West Brom,4,2,H,2,1,H,18,26,11,17,18,14,3,9,1,2,0,0,M Jones,1.57,3.8,6.5
2008/09,19/04/09,Tottenham,Newcastle,1,0,H,1,0,H,22,8,18,3,13,15,4,7,1,2,0,0,M Halsey,1.67,3.6,5.5
2008/09,21/04/09,Liverpool,Arsenal,4,4,D,0,1,A,22,8,15,4,10,12,12,0,0,1,0,0,H Webb,1.72,3.6,5.0
2008/09,22/04/09,Chelsea,Everton,0,0,D,0,0,D,18,14,6,5,9,10,4,6,0,1,0,0,M Halsey,1.44,4.2,8.5
2008/09,22/04/09,Man United,Portsmouth,2,0,H,1,0,H,20,5,14,1,10,8,6,2,1,0,0,0,P Walton,1.25,5.5,13.0
2008/09,25/04/09,Bolton,Aston Villa,1,1,D,0,1,A,9,14,6,6,12,9,4,5,0,1,0,0,L Probert,3.1,3.3,2.37
2008/09,25/04/09,Everton,Man City,1,2,A,0,1,A,12,16,4,10,12,14,5,3,1,3,0,0,A Wiley,1.83,3.5,4.5
2008/09,25/04/09,Fulham,Stoke,1,0,H,1,0,H,10,9,7,2,8,11,5,7,1,2,0,0,L Mason,1.75,3.5,5.0
2008/09,25/04/09,Hull,Liverpool,1,3,A,0,1,A,7,21,5,8,15,14,3,8,3,1,1,0,M Atkinson,10.0,4.5,1.36
2008/09,25/04/09,Man United,Tottenham,5,2,H,0,2,A,21,6,14,4,14,10,6,2,3,3,0,0,H Webb,1.44,4.0,9.0
2008/09,25/04/09,West Brom,Sunderland,3,0,H,1,0,H,15,9,9,5,9,14,6,3,0,1,0,0,M Halsey,2.5,3.3,2.87
2008/09,25/04/09,West Ham,Chelsea,0,1,A,0,0,D,8,20,6,8,9,11,3,5,1,0,0,0,M Dean,4.75,3.3,1.85
2008/09,26/04/09,Arsenal,Middlesbrough,2,0,H,1,0,H,15,5,11,4,8,13,8,1,0,0,0,0,C Foy,1.5,4.2,7.5
2008/09,26/04/09,Blackburn,Wigan,2,0,H,1,0,H,14,17,8,8,11,11,3,9,0,0,0,0,P Walton,1.9,3.4,4.2
2008/09,27/04/09,Newcastle,Portsmouth,0,0,D,0,0,D,13,15,8,7,13,8,7,10,2,2,0,0,M Riley,2.0,3.5,3.75
2008/09,02/05/09,Chelsea,Fulham,3,1,H,2,1,H,13,8,5,3,6,7,5,4,0,1,0,0,A Wiley,1.53,3.8,7.0
2008/09,02/05/09,Man City,Blackburn,3,1,H,3,0,H,9,16,7,9,10,14,7,6,2,3,0,0,M Dean,2.0,3.3,4.0
2008/09,02/05/09,Middlesbrough,Man United,0,2,A,0,1,A,11,13,5,4,7,7,3,3,1,1,0,0,M Halsey,6.5,3.8,1.57
2008/09,02/05/09,Portsmouth,Arsenal,0,3,A,0,2,A,12,15,4,9,9,10,5,11,3,1,1,0,L Mason,3.2,3.3,2.3
2008/09,02/05/09,Stoke,West Ham,0,1,A,0,1,A,13,7,7,3,8,9,7,0,3,2,0,0,P Walton,2.37,3.25,3.1
2008/09,02/05/09,Tottenham,West Brom,1,0,H,1,0,H,16,10,9,7,6,7,9,7,1,1,0,0,R Styles,1.5,4.0,7.0
2008/09,02/05/09,Wigan,Bolton,0,0,D,0,0,D,16,10,7,2,14,10,9,6,2,3,0,0,M Jones,2.1,3.25,3.75
2008/09,03/05/09,Liverpool,Newcastle,3,0,H,2,0,H,25,3,11,3,6,8,7,1,0,2,0,1,P Dowd,1.25,5.5,13.0
2008/09,03/05/09,Sunderland,Everton,0,2,A,0,0,D,8,10,3,8,15,12,9,3,3,4,0,0,M Atkinson,2.5,3.25,2.9
2008/09,04/05/09,Aston Villa,Hull,1,0,H,1,0,H,12,9,8,5,13,10,13,7,0,2,0,0,M Dean,1.53,3.8,7.0
2008/09,09/05/09,Blackburn,Portsmouth,2,0,H,1,0,H,8,7,6,4,20,12,4,3,2,1,0,0,M Riley,2.0,3.25,4.0
2008/09,09/05/09,Bolton,Sunderland,0,0,D,0,0,D,8,15,4,4,12,3,10,3,2,0,0,0,R Styles,2.2,3.25,3.5
2008/09,09/05/09,Everton,Tottenham,0,0,D,0,0,D,13,4,5,2,16,10,4,5,2,3,0,0,L Mason,2.3,3.3,3.2
2008/09,09/05/09,Fulham,Aston Villa,3,1,H,1,1,D,15,7,11,2,10,9,7,5,1,0,0,0,M Halsey,2.62,3.25,2.75
2008/09,09/05/09,Hull,Stoke,1,2,A,0,1,A,14,10,5,2,12,15,5,3,0,1,0,0,H Webb,2.1,3.3,3.6
2008/09,09/05/09,West Brom,Wigan,3,1,H,1,1,D,12,11,10,4,12,8,5,3,2,0,0,0,P Walton,2.4,3.4,2.9
2008/09,09/05/09,West Ham,Liverpool,0,3,A,0,2,A,8,16,3,9,10,17,2,4,3,2,0,0,A Wiley,6.5,3.8,1.57
2008/09,10/05/09,Arsenal,Chelsea,1,4,A,0,2,A,15,16,7,8,19,12,6,2,1,0,0,0,P Dowd,2.6,3.25,2.8
2008/09,10/05/09,Man United,Man City,2,0,H,2,0,H,15,11,7,5,11,12,8,7,1,1,0,0,C Foy,1.36,4.75,9.5
2008/09,11/05/09,Newcastle,Middlesbrough,3,1,H,1,1,D,19,11,9,5,7,15,11,1,3,1,0,0,M Dean,2.0,3.4,3.8
2008/09,13/05/09,Wigan,Man United,1,2,A,1,0,H,13,18,5,9,11,2,5,4,0,0,0,0,R Styles,12.0,5.0,1.3
2008/09,16/05/09,Bolton,Hull,1,1,D,1,0,H,16,20,9,12,11,9,5,7,1,2,0,0,P Walton,2.2,3.3,3.4
2008/09,16/05/09,Everton,West Ham,3,1,H,1,1,D,18,8,9,3,15,14,6,3,1,2,0,1,P Dowd,1.73,3.6,5.0
2008/09,16/05/09,Man United,Arsenal,0,0,D,0,0,D,11,14,5,11,13,14,2,6,0,5,0,0,M Dean,1.67,3.5,6.0
2008/09,16/05/09,Middlesbrough,Aston Villa,1,1,D,1,0,H,10,8,6,6,11,16,6,8,0,2,0,0,M Riley,2.5,3.4,2.75
2008/09,16/05/09,Newcastle,Fulham,0,1,A,0,1,A,12,12,6,5,7,17,6,2,0,3,1,0,H Webb,1.91,3.5,4.0
2008/09,16/05/09,Stoke,Wigan,2,0,H,0,0,D,13,8,8,3,8,11,6,3,0,0,0,0,L Probert,2.2,3.25,3.4
