Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Referee,B365H,B365D,B365A
2002/03,11/09/2002,Newcastle,Leeds,0,2,A,0,1,A,22,14,11,6,15,12,10,7,3,2,0,0,D Gallagher,2.1,3.25,3.0
2002/03,11/09/2002,Southampton,Everton,1,0,H,0,0,D,11,18,7,10,13,19,4,13,3,3,0,0,S Bennett,2.0,3.25,3.25
2002/03,11/09/2002,West Ham,West Brom,0,1,A,0,1,A,5,6,3,5,11,15,8,4,1,0,0,0,A D'Urso,1.571,3.4,5.5
2002/03,14/09/2002,Bolton,Liverpool,2,3,A,0,1,A,7,12,5,8,10,9,7,4,2,2,0,0,R Styles,4.333,3.25,1.727
2002/03,14/09/2002,Charlton,Arsenal,0,3,A,0,1,A,9,10,3,8,8,13,1,6,0,3,0,0,S Dunn,5.0,3.4,1.615
2002/03,14/09/2002,Chelsea,Newcastle,3,0,H,2,0,H,7,5,5,0,9,9,2,4,1,4,0,0,B Knight,1.909,3.25,3.5
2002/03,14/09/2002,Everton,Middlesbrough,2,1,H,1,1,D,13,10,8,5,18,12,10,4,2,1,0,0,M Messias,2.3,3.2,2.7
2002/03,14/09/2002,Leeds,Man United,1,0,H,0,0,D,8,6,2,5,15,12,4,7,2,1,0,0,J Winter,2.75,3.0,2.375
2002/03,14/09/2002,Sunderland,Fulham,0,3,A,0,1,A,8,5,5,4,12,13,11,6,2,2,0,0,C Foy,2.1,3.25,3.0
2002/03,14/09/2002,West Brom,Southampton,1,0,H,0,0,D,11,10,7,5,14,14,0,7,2,1,0,1,D Gallagher,2.25,3.25,2.75
2002/03,15/09/2002,Man City,Blackburn,2,2,D,0,1,A,15,12,7,8,13,13,15,5,3,3,1,0,M Dean,1.909,3.25,3.5
2002/03,15/09/2002,Tottenham,West Ham,3,2,H,0,0,D,12,11,3,1,16,16,5,6,2,2,0,1,U Rennie,1.667,3.4,4.5
2002/03,16/09/2002,Birmingham,Aston Villa,3,0,H,1,0,H,12,8,5,1,18,13,9,6,3,2,0,0,D Elleray,2.5,3.0,2.625
2002/03,21/09/2002,Arsenal,Bolton,2,1,H,1,0,H,14,8,9,3,12,11,8,1,1,3,0,1,D Pugh,1.2,5.5,10.0
2002/03,21/09/2002,Liverpool,West Brom,2,0,H,0,0,D,23,5,14,2,8,11,9,2,2,2,0,1,D Elleray,1.25,4.5,11.0
2002/03,21/09/2002,Man United,Tottenham,1,0,H,0,0,D,16,10,9,5,11,8,10,5,1,1,0,0,R Styles,1.444,3.75,6.5
2002/03,21/09/2002,Middlesbrough,Birmingham,1,0,H,1,0,H,9,12,4,3,22,13,6,3,3,4,0,0,A D'Urso,1.667,3.4,4.5
2002/03,21/09/2002,Newcastle,Sunderland,2,0,H,2,0,H,11,8,6,4,8,15,8,3,2,4,0,0,M Riley,1.727,3.2,4.5
2002/03,21/09/2002,Southampton,Charlton,0,0,D,0,0,D,13,6,5,5,24,14,5,3,2,1,0,0,P Dowd,2.0,3.25,3.25
2002/03,21/09/2002,West Ham,Man City,0,0,D,0,0,D,9,8,5,6,12,6,8,4,2,0,0,0,G Barber,2.1,3.25,3.0
2002/03,22/09/2002,Aston Villa,Everton,3,2,H,1,0,H,12,14,8,7,13,15,5,5,0,1,0,0,J Winter,1.833,3.25,3.75
2002/03,22/09/2002,Blackburn,Leeds,1,0,H,1,0,H,11,7,7,5,24,14,7,2,1,2,0,0,G Poll,2.75,3.25,2.25
2002/03,23/09/2002,Fulham,Chelsea,0,0,D,0,0,D,8,11,3,4,16,15,5,3,1,0,0,0,P Durkin,2.625,3.0,2.5
2002/03,28/09/2002,Birmingham,Newcastle,0,2,A,0,1,A,11,13,5,6,18,9,5,10,3,0,0,0,S Bennett,2.625,3.2,2.375
2002/03,28/09/2002,Bolton,Southampton,1,1,D,0,0,D,19,10,10,6,5,16,9,7,1,0,0,0,U Rennie,2.0,3.25,3.25
2002/03,28/09/2002,Charlton,Man United,1,3,A,1,0,H,7,13,3,7,12,8,3,6,2,3,0,0,D Gallagher,4.5,3.4,1.667
2002/03,28/09/2002,Chelsea,West Ham,2,3,A,1,1,D,12,16,9,11,17,7,5,7,1,4,0,0,M Dean,1.571,3.4,5.5
2002/03,28/09/2002,Everton,Fulham,2,0,H,2,0,H,15,12,9,6,13,18,8,4,1,3,0,0,S Dunn,2.25,3.25,2.75
2002/03,28/09/2002,Leeds,Arsenal,1,4,A,0,2,A,9,7,3,6,14,15,4,4,4,2,0,0,A Wiley,3.0,3.25,2.1
2002/03,28/09/2002,Man City,Liverpool,0,3,A,0,1,A,14,9,6,6,7,9,12,3,0,0,0,0,P Durkin,2.8,3.25,2.2
2002/03,28/09/2002,Sunderland,Aston Villa,1,0,H,0,0,D,8,12,6,5,20,10,5,12,3,3,0,0,N Barry,2.375,3.0,2.75
2002/03,28/09/2002,Tottenham,Middlesbrough,0,3,A,0,1,A,12,18,4,12,9,11,4,11,1,1,0,0,G Poll,1.833,3.25,3.75
2002/03,30/09/2002,West Brom,Blackburn,0,2,A,0,0,D,9,10,8,5,14,15,7,2,1,1,0,0,M Halsey,2.6,3.2,2.4
2002/03,05/10/2002,Middlesbrough,Bolton,2,0,H,1,0,H,13,11,2,4,9,10,5,5,0,3,0,0,C Wilkes,1.533,3.5,5.5
2002/03,05/10/2002,Newcastle,West Brom,2,1,H,1,1,D,14,5,8,3,11,9,11,6,1,2,0,0,C Foy,1.4,3.75,7.5
2002/03,05/10/2002,Southampton,Man City,2,0,H,2,0,H,19,11,13,4,15,9,8,5,2,2,1,0,M Messias,2.3,3.2,2.7
2002/03,05/10/2002,West Ham,Birmingham,1,2,A,1,2,A,13,10,6,4,20,11,8,2,2,1,0,0,P Dowd,1.727,3.25,4.333
2002/03,06/10/2002,Arsenal,Sunderland,3,1,H,3,0,H,9,4,5,2,9,7,15,0,0,0,0,0,D Elleray,1.167,5.5,13.0
2002/03,06/10/2002,Aston Villa,Leeds,0,0,D,0,0,D,16,6,5,3,11,10,14,6,1,1,0,0,M Halsey,2.6,3.2,2.4
2002/03,06/10/2002,Blackburn,Tottenham,1,2,A,0,1,A,12,9,7,6,17,11,6,3,1,0,0,0,A D'Urso,2.1,3.25,3.0
2002/03,06/10/2002,Fulham,Charlton,1,0,H,1,0,H,9,14,5,7,9,13,4,8,1,2,0,0,J Winter,1.667,3.4,4.5
2002/03,06/10/2002,Liverpool,Chelsea,1,0,H,0,0,D,12,8,8,0,10,13,3,1,0,2,0,0,G Barber,1.727,3.25,4.333
2002/03,07/10/2002,Man United,Everton,3,0,H,0,0,D,17,8,12,4,14,12,7,1,0,2,0,1,M Riley,1.3,4.5,8.0
2002/03,19/10/2002,Blackburn,Newcastle,5,2,H,2,1,H,21,5,11,5,16,9,7,5,0,2,0,1,A Wiley,2.3,3.2,2.7
2002/03,19/10/2002,Everton,Arsenal,2,1,H,1,1,D,10,9,6,3,18,13,8,5,3,1,0,0,U Rennie,5.5,3.5,1.533
2002/03,19/10/2002,Fulham,Man United,1,1,D,1,0,H,12,8,6,5,9,13,6,1,1,3,0,0,M Dean,4.333,3.25,1.727
2002/03,19/10/2002,Leeds,Liverpool,0,1,A,0,0,D,12,13,5,6,13,13,9,9,1,2,0,0,S Dunn,2.75,3.0,2.375
2002/03,19/10/2002,Man City,Chelsea,0,3,A,0,0,D,11,8,8,6,11,10,3,7,1,2,0,0,D Gallagher,2.6,3.2,2.4
2002/03,19/10/2002,Sunderland,West Ham,0,1,A,0,1,A,7,7,2,1,16,17,9,4,1,1,0,0,G Barber,2.0,3.25,3.25
2002/03,19/10/2002,West Brom,Birmingham,1,1,D,0,0,D,18,7,7,1,15,12,12,2,3,2,0,1,G Poll,2.375,3.0,2.75
2002/03,20/10/2002,Charlton,Middlesbrough,1,0,H,1,0,H,14,9,7,5,11,19,5,4,1,3,0,0,N Barry,2.8,3.2,2.25
2002/03,20/10/2002,Tottenham,Bolton,3,1,H,0,0,D,6,5,3,1,8,11,7,3,0,1,0,0,P Durkin,1.533,3.5,5.5
2002/03,21/10/2002,Aston Villa,Southampton,0,1,A,0,0,D,18,13,11,7,13,11,7,4,3,1,1,0,S Bennett,1.727,3.25,4.333
2002/03,23/10/2002,Fulham,West Ham,0,1,A,0,0,D,6,6,2,4,18,11,7,6,2,3,1,0,R Styles,1.8,3.25,4.0
2002/03,26/10/2002,Arsenal,Blackburn,1,2,A,1,1,D,19,3,9,2,11,14,15,3,1,3,0,1,G Barber,1.3,4.5,8.0
2002/03,26/10/2002,Birmingham,Man City,0,2,A,0,1,A,9,8,4,4,10,16,6,1,2,2,0,0,S Bennett,2.1,3.25,3.0
2002/03,26/10/2002,Chelsea,West Brom,2,0,H,1,0,H,10,7,5,5,6,7,5,5,0,1,0,0,S Dunn,1.4,3.75,7.5
2002/03,26/10/2002,Liverpool,Tottenham,2,1,H,0,0,D,9,10,5,8,11,19,5,7,2,4,0,0,M Riley,1.533,3.5,5.5
2002/03,26/10/2002,Man United,Aston Villa,1,1,D,0,1,A,15,9,6,3,7,16,8,5,1,0,0,0,G Poll,1.3,4.5,8.0
2002/03,26/10/2002,Middlesbrough,Leeds,2,2,D,1,1,D,16,7,7,7,17,17,11,2,3,2,1,1,R Styles,2.2,3.25,2.8
2002/03,26/10/2002,Newcastle,Charlton,2,1,H,1,1,D,16,6,12,5,12,14,14,5,2,1,0,0,A D'Urso,1.533,3.5,5.5
2002/03,27/10/2002,Southampton,Fulham,4,2,H,2,2,D,13,5,8,4,12,19,3,5,1,2,0,0,M Halsey,2.375,3.2,2.625
2002/03,27/10/2002,West Ham,Everton,0,1,A,0,0,D,16,10,9,5,12,12,5,3,0,0,0,0,A Wiley,2.0,3.25,3.25
2002/03,28/10/2002,Bolton,Sunderland,1,1,D,0,1,A,14,8,7,4,12,9,5,2,1,2,0,0,E Wolstenholme,2.1,3.25,3.0
2002/03,02/11/2002,Birmingham,Bolton,3,1,H,0,0,D,12,11,6,7,12,19,8,5,2,4,0,1,C Foy,1.909,3.25,3.5
2002/03,02/11/2002,Liverpool,West Ham,2,0,H,1,0,H,13,5,9,1,7,8,6,0,0,0,0,0,E Wolstenholme,1.333,4.333,7.5
2002/03,02/11/2002,Man United,Southampton,2,1,H,1,1,D,16,12,8,5,12,18,10,2,0,1,0,0,U Rennie,1.333,4.333,7.5
2002/03,02/11/2002,West Brom,Man City,1,2,A,0,0,D,5,10,4,4,10,10,5,4,2,2,0,0,D Elleray,2.4,3.2,2.6
2002/03,03/11/2002,Blackburn,Aston Villa,0,0,D,0,0,D,17,11,6,4,15,10,10,3,1,2,0,0,M Dean,1.727,3.25,4.333
2002/03,03/11/2002,Charlton,Sunderland,1,1,D,0,1,A,19,9,12,7,8,14,6,8,1,4,0,0,D Gallagher,1.909,3.25,3.5
2002/03,03/11/2002,Fulham,Arsenal,0,1,A,0,1,A,5,6,4,3,10,21,10,5,1,2,0,0,J Winter,4.5,3.4,1.667
2002/03,03/11/2002,Leeds,Everton,0,1,A,0,0,D,18,12,5,7,14,20,9,9,3,3,0,0,N Barry,1.727,3.25,4.333
2002/03,03/11/2002,Tottenham,Chelsea,0,0,D,0,0,D,15,14,7,4,17,12,8,2,3,2,0,0,R Styles,2.3,3.2,2.7
2002/03,04/11/2002,Newcastle,Middlesbrough,2,0,H,1,0,H,18,12,13,9,16,7,7,5,2,2,0,1,G Barber,2.0,3.25,3.25
2002/03,09/11/2002,Arsenal,Newcastle,1,0,H,1,0,H,16,3,10,2,11,12,11,0,0,2,0,0,M Dean,1.5,3.5,6.0
2002/03,09/11/2002,Aston Villa,Fulham,3,1,H,1,0,H,9,8,7,4,12,10,4,6,3,2,0,0,A D'Urso,2.2,3.25,2.8
2002/03,09/11/2002,Bolton,West Brom,1,1,D,0,1,A,15,5,8,1,14,13,7,4,2,2,1,0,M Riley,2.0,3.25,3.25
2002/03,09/11/2002,Chelsea,Birmingham,3,0,H,3,0,H,16,7,10,2,7,6,7,3,1,1,0,0,D Pugh,1.444,3.75,6.5
2002/03,09/11/2002,Everton,Charlton,1,0,H,1,0,H,11,5,2,1,14,13,7,3,2,3,0,0,R Styles,1.667,3.4,4.5
2002/03,09/11/2002,Man City,Man United,3,1,H,2,1,H,11,9,6,6,12,16,0,9,1,2,0,0,P Durkin,3.5,3.25,1.909
2002/03,09/11/2002,Middlesbrough,Liverpool,1,0,H,0,0,D,11,13,3,7,10,8,5,2,1,0,0,0,M Halsey,3.25,3.25,2.0
2002/03,09/11/2002,Southampton,Blackburn,1,1,D,1,0,H,21,11,12,3,13,13,5,4,0,2,0,1,A Wiley,2.25,3.25,2.75
2002/03,10/11/2002,Sunderland,Tottenham,2,0,H,0,0,D,13,9,5,3,10,18,4,5,0,2,0,0,U Rennie,2.7,3.2,2.3
2002/03,10/11/2002,West Ham,Leeds,3,4,A,1,4,A,19,12,9,8,14,11,5,4,5,3,0,0,S Dunn,2.375,3.2,2.625
2002/03,16/11/2002,Arsenal,Tottenham,3,0,H,1,0,H,17,6,12,5,15,10,3,1,0,2,0,1,M Riley,1.533,3.5,5.5
2002/03,16/11/2002,Chelsea,Middlesbrough,1,0,H,0,0,D,13,7,5,4,9,11,5,7,2,1,0,0,P Dowd,1.727,3.2,4.5
2002/03,16/11/2002,Man City,Charlton,0,1,A,0,0,D,15,13,4,4,10,16,7,5,0,4,0,0,G Barber,1.667,3.4,4.5
2002/03,16/11/2002,Newcastle,Southampton,2,1,H,1,1,D,18,8,13,3,7,18,6,2,1,3,0,0,C Wilkes,1.615,3.4,5.0
2002/03,16/11/2002,West Brom,Aston Villa,0,0,D,0,0,D,10,8,5,5,15,15,8,6,2,3,0,0,D Gallagher,2.625,3.0,2.5
2002/03,17/11/2002,Birmingham,Fulham,0,0,D,0,0,D,11,4,6,1,17,15,9,1,2,1,0,2,M Messias,2.3,3.2,2.7
2002/03,17/11/2002,Blackburn,Everton,0,1,A,0,1,A,16,9,6,6,10,19,12,4,3,1,0,0,G Poll,2.1,3.25,3.0
2002/03,17/11/2002,Leeds,Bolton,2,4,A,1,1,D,12,14,3,7,19,9,2,4,2,0,0,0,A Wiley,1.5,3.5,6.0
2002/03,17/11/2002,Liverpool,Sunderland,0,0,D,0,0,D,27,0,12,0,6,10,12,0,0,1,0,0,A D'Urso,1.364,4.0,7.5
2002/03,17/11/2002,West Ham,Man United,1,1,D,0,1,A,3,11,1,4,13,14,10,6,1,1,0,0,M Halsey,4.0,3.25,1.8
2002/03,23/11/2002,Aston Villa,West Ham,4,1,H,1,0,H,23,15,11,8,11,15,6,4,3,2,0,0,C Foy,1.8,3.25,4.0
2002/03,23/11/2002,Bolton,Chelsea,1,1,D,0,0,D,15,15,8,11,4,9,9,10,2,4,0,1,M Dean,3.5,3.25,1.909
2002/03,23/11/2002,Everton,West Brom,1,0,H,1,0,H,17,13,9,8,14,11,10,6,2,2,0,0,J Winter,1.444,3.6,7.0
2002/03,23/11/2002,Fulham,Liverpool,3,2,H,2,0,H,11,14,10,11,14,9,1,8,1,0,1,0,G Poll,3.75,3.25,1.833
2002/03,23/11/2002,Man United,Newcastle,5,3,H,3,1,H,11,10,9,7,14,9,6,1,2,2,0,0,S Dunn,1.615,3.4,5.0
2002/03,23/11/2002,Middlesbrough,Man City,3,1,H,0,0,D,18,9,7,5,5,12,6,6,0,3,0,1,N Barry,1.727,3.25,4.333
2002/03,23/11/2002,Southampton,Arsenal,3,2,H,1,1,D,8,7,3,2,12,16,3,8,1,2,0,1,P Durkin,4.333,3.25,1.727
2002/03,23/11/2002,Sunderland,Birmingham,0,1,A,0,0,D,7,11,2,9,18,17,5,7,3,3,0,0,R Styles,1.909,3.25,3.5
2002/03,24/11/2002,Charlton,Blackburn,3,1,H,0,0,D,13,12,9,7,16,17,5,7,2,0,0,0,U Rennie,2.4,3.2,2.6
2002/03,24/11/2002,Tottenham,Leeds,2,0,H,2,0,H,11,8,6,4,18,16,3,1,3,7,0,0,S Bennett,2.1,3.25,3.0
2002/03,30/11/2002,Arsenal,Aston Villa,3,1,H,1,0,H,13,12,7,5,11,20,6,9,2,3,0,0,G Barber,1.333,4.0,9.0
2002/03,30/11/2002,Birmingham,Tottenham,1,1,D,0,0,D,13,7,6,3,19,16,1,2,1,0,0,0,E Wolstenholme,2.6,3.2,2.4
2002/03,30/11/2002,Blackburn,Fulham,2,1,H,1,0,H,8,9,4,7,19,16,6,6,1,2,0,0,P Dowd,2.0,3.25,3.25
2002/03,30/11/2002,Chelsea,Sunderland,3,0,H,0,0,D,15,1,11,0,7,12,9,5,0,3,0,0,S Bennett,1.4,3.75,7.5
2002/03,30/11/2002,Man City,Bolton,2,0,H,1,0,H,13,3,10,3,10,10,11,2,0,2,0,0,J Winter,1.8,3.25,4.0
2002/03,30/11/2002,West Brom,Middlesbrough,1,0,H,0,0,D,16,11,8,2,13,8,5,9,0,1,0,0,P Durkin,2.7,3.2,2.3
2002/03,01/12/2002,Leeds,Charlton,1,2,A,1,0,H,18,14,6,10,14,15,5,11,1,1,0,0,A D'Urso,1.8,3.25,4.0
2002/03,01/12/2002,Liverpool,Man United,1,2,A,0,0,D,13,5,7,4,13,11,5,2,1,4,0,0,A Wiley,2.3,3.2,2.7
2002/03,01/12/2002,Newcastle,Everton,2,1,H,0,1,A,24,7,15,5,13,18,11,2,0,1,0,1,M Halsey,1.909,3.25,3.5
2002/03,02/12/2002,West Ham,Southampton,0,1,A,0,0,D,14,9,7,3,10,11,6,1,1,1,0,0,M Riley,2.25,3.25,2.75
2002/03,07/12/2002,Aston Villa,Newcastle,0,1,A,0,0,D,12,11,4,5,9,10,6,5,2,0,0,0,S Bennett,2.375,3.2,2.625
2002/03,07/12/2002,Bolton,Blackburn,1,1,D,1,0,H,18,13,7,7,16,10,3,11,2,2,0,0,N Barry,2.6,3.2,2.4
2002/03,07/12/2002,Charlton,Liverpool,2,0,H,1,0,H,14,17,11,7,14,12,4,5,3,3,0,0,M Riley,3.5,3.25,1.909
2002/03,07/12/2002,Everton,Chelsea,1,3,A,1,2,A,14,13,6,10,13,17,9,4,1,6,1,0,E Wolstenholme,2.5,3.2,2.5
2002/03,07/12/2002,Fulham,Leeds,1,0,H,1,0,H,10,6,3,4,10,14,9,1,3,4,0,0,P Durkin,2.1,3.25,3.0
2002/03,07/12/2002,Man United,Arsenal,2,0,H,1,0,H,8,12,6,5,16,12,6,7,1,2,0,0,D Gallagher,2.25,3.25,2.75
2002/03,07/12/2002,Middlesbrough,West Ham,2,2,D,0,0,D,12,14,5,8,13,13,5,7,1,1,0,0,G Poll,1.615,3.4,5.0
2002/03,07/12/2002,Southampton,Birmingham,2,0,H,0,0,D,13,6,8,2,7,6,6,9,0,2,0,0,J Winter,1.727,3.5,4.0
2002/03,08/12/2002,Tottenham,West Brom,3,1,H,2,0,H,10,13,6,7,16,10,4,3,2,1,0,0,A Wiley,1.444,3.6,7.0
2002/03,09/12/2002,Sunderland,Man City,0,3,A,0,1,A,8,11,6,7,11,12,10,5,0,2,0,0,S Dunn,2.3,3.2,2.7
2002/03,14/12/2002,Aston Villa,West Brom,2,1,H,1,1,D,23,13,12,3,20,14,8,2,3,1,1,0,M Dean,1.8,3.25,4.0
2002/03,14/12/2002,Charlton,Man City,2,2,D,0,0,D,12,14,5,9,12,12,5,3,2,1,0,0,D Pugh,2.1,3.25,3.0
2002/03,14/12/2002,Everton,Blackburn,2,1,H,2,1,H,12,17,7,9,14,16,5,10,1,2,0,1,G Barber,1.833,3.25,3.75
2002/03,14/12/2002,Man United,West Ham,3,0,H,2,0,H,14,10,10,3,12,11,7,4,0,1,0,0,R Styles,1.286,4.5,9.0
2002/03,14/12/2002,Middlesbrough,Chelsea,1,1,D,1,1,D,9,16,6,11,9,14,5,8,0,1,0,0,M Messias,2.625,3.2,2.375
2002/03,14/12/2002,Southampton,Newcastle,1,1,D,0,0,D,16,17,9,11,12,11,8,8,0,0,0,0,P Dowd,2.3,3.2,2.7
2002/03,15/12/2002,Fulham,Birmingham,0,1,A,0,1,A,7,2,0,1,11,22,7,1,3,7,0,1,A D'Urso,1.8,3.25,4.0
2002/03,15/12/2002,Sunderland,Liverpool,2,1,H,1,0,H,7,11,3,4,12,7,9,10,0,2,0,0,M Halsey,4.333,3.25,1.727
2002/03,15/12/2002,Tottenham,Arsenal,1,1,D,1,1,D,14,6,10,4,14,11,5,6,3,2,0,0,N Barry,3.0,3.1,2.2
2002/03,16/12/2002,Bolton,Leeds,0,3,A,0,2,A,17,9,9,7,9,14,5,3,1,3,0,0,G Poll,2.4,3.2,2.6
