Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Referee,B365H,B365D,B365A
2002/03,21/12/2002,Arsenal,Middlesbrough,2,0,H,1,0,H,26,3,14,1,8,14,13,3,1,3,0,1,S Dunn,1.4,3.75,7.5
2002/03,21/12/2002,Birmingham,Charlton,1,1,D,0,1,A,8,8,5,5,15,21,5,5,4,4,1,0,R Styles,2.2,3.25,2.8
2002/03,21/12/2002,Chelsea,Aston Villa,2,0,H,1,0,H,16,12,8,4,9,18,6,4,0,3,0,0,M Riley,1.5,3.5,6.0
2002/03,21/12/2002,Leeds,Southampton,1,1,D,0,0,D,19,10,11,4,15,14,7,4,0,1,0,0,C Foy,1.909,3.25,3.5
2002/03,21/12/2002,Newcastle,Fulham,2,0,H,1,0,H,19,6,14,0,5,10,7,6,0,2,0,1,A Wiley,1.533,3.5,5.5
2002/03,21/12/2002,West Brom,Sunderland,2,2,D,2,0,H,9,11,5,7,22,15,8,10,2,1,0,0,C Wilkes,2.375,2.875,2.875
2002/03,21/12/2002,West Ham,Bolton,1,1,D,1,0,H,13,6,6,3,13,9,7,4,0,1,0,0,S Bennett,1.833,3.25,3.75
2002/03,22/12/2002,Blackburn,Man United,1,0,H,1,0,H,9,12,3,6,8,10,7,8,0,1,0,0,D Elleray,4.0,3.5,1.727
2002/03,22/12/2002,Liverpool,Everton,0,0,D,0,0,D,14,5,8,2,14,20,7,4,3,4,0,0,G Poll,1.833,3.25,3.75
2002/03,23/12/2002,Man City,Tottenham,2,3,A,1,1,D,19,9,18,9,6,7,7,9,2,3,0,1,J Winter,2.25,3.25,2.75
2002/03,26/12/2002,Birmingham,Everton,1,1,D,1,1,D,6,8,3,5,16,21,0,4,1,1,0,1,D Elleray,2.5,3.2,2.5
2002/03,26/12/2002,Bolton,Newcastle,4,3,H,3,1,H,11,14,7,8,12,16,6,8,1,2,0,0,U Rennie,3.0,3.25,2.1
2002/03,26/12/2002,Chelsea,Southampton,0,0,D,0,0,D,11,10,4,6,13,12,6,5,1,2,0,0,P Durkin,1.5,3.5,6.0
2002/03,26/12/2002,Liverpool,Blackburn,1,1,D,1,0,H,12,10,6,5,8,6,7,4,1,1,0,0,N Barry,1.615,3.6,4.5
2002/03,26/12/2002,Man City,Aston Villa,3,1,H,1,1,D,13,11,10,5,10,11,7,8,0,1,0,0,M Halsey,1.909,3.25,3.5
2002/03,26/12/2002,Middlesbrough,Man United,3,1,H,1,0,H,13,14,5,6,7,12,5,8,1,1,0,0,G Barber,4.0,3.25,1.8
2002/03,26/12/2002,Sunderland,Leeds,1,2,A,1,0,H,18,11,6,4,12,11,8,3,0,1,0,0,M Dean,2.4,3.2,2.6
2002/03,26/12/2002,Tottenham,Charlton,2,2,D,0,1,A,20,10,12,7,10,11,9,2,2,1,1,0,A D'Urso,1.667,3.4,4.5
2002/03,26/12/2002,West Brom,Arsenal,1,2,A,1,0,H,6,11,2,4,20,8,5,7,1,0,0,0,G Poll,5.5,3.5,1.533
2002/03,26/12/2002,West Ham,Fulham,1,1,D,0,0,D,11,11,5,5,16,11,7,1,2,1,1,0,D Gallagher,2.25,3.25,2.75
2002/03,28/12/2002,Aston Villa,Middlesbrough,1,0,H,1,0,H,11,12,9,4,14,7,3,8,3,2,0,1,R Styles,2.25,3.25,2.75
2002/03,28/12/2002,Blackburn,West Ham,2,2,D,1,1,D,11,7,3,1,11,12,4,1,3,2,0,0,A Wiley,1.615,3.4,5.0
2002/03,28/12/2002,Charlton,West Brom,1,0,H,1,0,H,8,18,5,8,13,20,6,10,2,3,0,0,S Dunn,1.667,3.5,4.333
2002/03,28/12/2002,Everton,Bolton,0,0,D,0,0,D,15,3,9,1,11,13,8,4,1,4,0,0,D Gallagher,1.533,3.5,5.5
2002/03,28/12/2002,Fulham,Man City,0,1,A,0,0,D,15,13,7,8,7,14,4,13,0,1,0,0,P Durkin,2.25,3.4,2.625
2002/03,28/12/2002,Leeds,Chelsea,2,0,H,2,0,H,6,17,4,4,20,16,3,7,2,0,0,0,G Barber,2.625,3.2,2.375
2002/03,28/12/2002,Man United,Birmingham,2,0,H,1,0,H,22,7,10,2,12,9,13,4,1,2,0,0,M Dean,1.25,5.0,9.0
2002/03,28/12/2002,Southampton,Sunderland,2,1,H,0,0,D,18,4,6,1,7,18,17,3,1,2,0,0,M Riley,1.667,3.5,4.333
2002/03,29/12/2002,Arsenal,Liverpool,1,1,D,0,0,D,13,9,6,2,14,15,15,4,1,3,0,0,J Winter,1.727,3.25,4.333
2002/03,29/12/2002,Newcastle,Tottenham,2,1,H,1,0,H,14,9,10,6,9,12,7,6,1,2,0,0,S Bennett,1.8,3.4,3.75
2002/03,01/01/2003,Arsenal,Chelsea,3,2,H,1,0,H,7,8,7,7,13,9,2,7,0,0,0,0,U Rennie,1.8,3.25,4.0
2002/03,01/01/2003,Aston Villa,Bolton,2,0,H,1,0,H,12,9,7,4,14,4,9,8,2,0,0,0,M Messias,1.727,3.25,4.333
2002/03,01/01/2003,Blackburn,Middlesbrough,1,0,H,0,0,D,17,7,10,3,15,8,5,2,0,0,0,0,D Pugh,1.909,3.25,3.5
2002/03,01/01/2003,Everton,Man City,2,2,D,1,1,D,12,9,5,2,13,19,4,1,1,2,0,0,A D'Urso,1.8,3.25,4.0
2002/03,01/01/2003,Leeds,Birmingham,2,0,H,1,0,H,12,9,6,5,14,9,5,8,1,2,0,0,P Dowd,1.615,3.4,5.0
2002/03,01/01/2003,Man United,Sunderland,2,1,H,0,1,A,31,4,18,1,12,11,10,2,2,1,0,0,G Poll,1.2,5.5,10.0
2002/03,01/01/2003,Newcastle,Liverpool,1,0,H,1,0,H,8,5,5,4,6,20,4,4,1,3,0,1,D Gallagher,2.3,3.2,2.7
2002/03,01/01/2003,Southampton,Tottenham,1,0,H,0,0,D,12,11,6,7,15,5,5,5,0,0,0,0,M Halsey,2.2,3.25,3.25
2002/03,11/01/2003,Bolton,Fulham,0,0,D,0,0,D,17,13,5,8,15,16,7,4,1,2,0,0,A Wiley,2.25,3.25,2.75
2002/03,11/01/2003,Chelsea,Charlton,4,1,H,3,1,H,15,6,7,5,9,13,8,4,4,3,0,0,M Dean,1.571,3.4,5.5
2002/03,11/01/2003,Liverpool,Aston Villa,1,1,D,1,0,H,19,8,11,3,11,18,9,2,1,2,0,0,P Durkin,1.533,3.5,5.5
2002/03,11/01/2003,Man City,Leeds,2,1,H,1,0,H,11,4,5,3,9,12,8,8,0,4,0,0,R Styles,2.25,3.25,2.75
2002/03,11/01/2003,Middlesbrough,Southampton,2,2,D,0,1,A,12,17,4,8,7,10,7,4,0,2,0,0,D Elleray,2.1,3.25,3.0
2002/03,11/01/2003,Sunderland,Blackburn,0,0,D,0,0,D,9,12,4,4,18,12,3,4,1,3,0,0,M Riley,2.5,3.2,2.5
2002/03,11/01/2003,West Brom,Man United,1,3,A,1,2,A,9,9,3,4,10,7,2,6,0,1,0,0,N Barry,5.5,3.5,1.533
2002/03,11/01/2003,West Ham,Newcastle,2,2,D,2,1,H,13,12,8,7,17,18,5,3,0,1,0,0,J Winter,2.7,3.2,2.3
2002/03,12/01/2003,Birmingham,Arsenal,0,4,A,0,2,A,10,12,4,9,13,17,7,5,2,2,0,0,S Bennett,5.0,3.4,1.615
2002/03,12/01/2003,Tottenham,Everton,4,3,H,1,1,D,18,13,12,10,12,10,9,9,1,1,0,0,S Dunn,1.909,3.25,3.5
2002/03,18/01/2003,Aston Villa,Tottenham,0,1,A,0,0,D,11,10,5,6,9,11,11,5,1,3,0,0,N Barry,2.2,3.25,2.8
2002/03,18/01/2003,Blackburn,Birmingham,1,1,D,1,0,H,14,15,10,7,16,15,4,11,2,3,1,0,C Wilkes,1.615,3.4,5.0
2002/03,18/01/2003,Charlton,Bolton,1,1,D,0,0,D,10,10,5,5,11,12,7,7,0,0,0,0,D Elleray,1.727,3.5,4.0
2002/03,18/01/2003,Everton,Sunderland,2,1,H,0,1,A,15,7,9,5,14,19,13,8,2,3,0,0,P Dowd,1.615,3.4,5.0
2002/03,18/01/2003,Leeds,West Brom,0,0,D,0,0,D,10,8,4,1,11,12,6,5,1,1,0,1,U Rennie,1.533,3.5,5.5
2002/03,18/01/2003,Man United,Chelsea,2,1,H,1,1,D,10,10,8,5,9,9,6,6,0,0,0,0,P Durkin,1.727,3.25,4.333
2002/03,18/01/2003,Newcastle,Man City,2,0,H,1,0,H,13,6,10,2,13,13,7,1,0,1,0,0,G Poll,1.727,3.5,4.0
2002/03,18/01/2003,Southampton,Liverpool,0,1,A,0,1,A,8,17,4,7,8,10,6,4,1,1,0,0,S Bennett,2.4,3.2,2.6
2002/03,19/01/2003,Arsenal,West Ham,3,1,H,1,1,D,24,5,13,2,17,9,12,1,3,1,0,1,M Dean,1.286,5.0,7.5
2002/03,19/01/2003,Fulham,Middlesbrough,1,0,H,1,0,H,18,8,6,4,12,12,8,4,0,1,0,0,M Halsey,2.2,3.2,2.875
2002/03,22/01/2003,Charlton,West Ham,4,2,H,2,1,H,12,11,4,3,11,7,8,2,0,1,0,0,E Wolstenholme,2.1,3.25,3.0
2002/03,22/01/2003,Newcastle,Bolton,1,0,H,1,0,H,10,12,7,4,15,6,7,3,1,2,0,0,P Dowd,1.4,3.75,7.5
2002/03,28/01/2003,Bolton,Everton,1,2,A,0,2,A,7,6,5,4,8,15,5,6,2,1,0,0,R Styles,2.5,3.2,2.5
2002/03,28/01/2003,Chelsea,Leeds,3,2,H,0,1,A,13,5,7,5,6,6,7,3,2,1,0,0,J Winter,1.615,3.4,5.0
2002/03,28/01/2003,Middlesbrough,Aston Villa,2,5,A,2,2,D,13,15,8,9,13,11,6,3,1,2,0,0,D Gallagher,1.8,3.25,4.0
2002/03,28/01/2003,Sunderland,Southampton,0,1,A,0,0,D,10,12,4,6,9,13,5,2,1,0,0,0,N Barry,2.5,3.2,2.5
2002/03,29/01/2003,Liverpool,Arsenal,2,2,D,0,1,A,16,20,12,15,14,11,9,10,1,1,0,0,M Halsey,2.625,3.2,2.375
2002/03,29/01/2003,Man City,Fulham,4,1,H,1,1,D,11,6,4,2,10,10,9,3,3,1,0,0,S Bennett,1.727,3.25,4.333
2002/03,29/01/2003,Tottenham,Newcastle,0,1,A,0,0,D,13,15,7,8,14,9,5,4,0,1,0,0,D Elleray,2.3,3.2,2.7
2002/03,29/01/2003,West Brom,Charlton,0,1,A,0,0,D,15,3,6,2,12,14,6,6,0,2,0,0,A D'Urso,2.5,3.2,2.5
2002/03,29/01/2003,West Ham,Blackburn,2,1,H,0,1,A,9,4,7,1,16,14,5,4,1,1,0,0,A Wiley,2.5,3.2,2.5
2002/03,01/02/2003,Arsenal,Fulham,2,1,H,1,1,D,11,3,6,1,10,16,6,4,3,1,0,0,E Wolstenholme,1.25,5.0,9.0
2002/03,01/02/2003,Bolton,Birmingham,4,2,H,1,1,D,15,11,10,6,16,10,7,4,2,2,0,0,D Gallagher,2.25,3.25,2.75
2002/03,01/02/2003,Chelsea,Tottenham,1,1,D,1,1,D,16,8,8,5,7,15,11,3,1,1,0,0,P Durkin,1.66,3.4,4.5
2002/03,01/02/2003,Everton,Leeds,2,0,H,0,0,D,13,8,5,2,6,16,6,4,0,1,0,0,M Halsey,1.9,3.25,3.5
2002/03,01/02/2003,Man City,West Brom,1,2,A,1,1,D,12,9,7,5,10,17,6,6,1,2,0,1,N Barry,1.5,3.5,6.0
2002/03,01/02/2003,Southampton,Man United,0,2,A,0,2,A,9,13,4,8,15,13,7,6,2,0,0,0,P Dowd,4.0,3.25,1.8
2002/03,01/02/2003,Sunderland,Charlton,1,3,A,0,3,A,13,14,5,4,21,12,8,3,1,1,0,0,A Wiley,2.4,3.2,2.6
2002/03,02/02/2003,Aston Villa,Blackburn,3,0,H,2,0,H,16,7,9,1,8,21,9,2,1,5,0,0,M Dean,2.2,3.25,2.8
2002/03,02/02/2003,West Ham,Liverpool,0,3,A,0,2,A,7,11,2,5,12,12,6,8,1,0,0,0,M Messias,3.25,3.25,2.0
2002/03,04/02/2003,Birmingham,Man United,0,1,A,0,0,D,5,15,3,7,9,14,3,5,1,1,0,0,S Dunn,6.5,3.75,1.444
2002/03,08/02/2003,Birmingham,Chelsea,1,3,A,0,1,A,7,3,6,3,13,14,7,2,1,4,0,0,M Halsey,4.0,3.25,1.8
2002/03,08/02/2003,Blackburn,Southampton,1,0,H,1,0,H,18,11,11,5,9,11,6,6,0,1,0,0,M Riley,2.2,3.25,2.8
2002/03,08/02/2003,Charlton,Everton,2,1,H,1,0,H,19,14,10,6,15,10,4,10,0,1,0,0,J Winter,2.25,3.25,2.75
2002/03,08/02/2003,Fulham,Aston Villa,2,1,H,2,1,H,17,8,10,5,11,14,6,5,1,3,0,0,S Dunn,2.25,3.25,2.75
2002/03,08/02/2003,Leeds,West Ham,1,0,H,1,0,H,10,12,7,3,13,13,9,6,2,2,0,1,D Gallagher,1.727,3.5,4.0
2002/03,08/02/2003,Liverpool,Middlesbrough,1,1,D,0,1,A,17,2,10,2,16,12,14,3,0,2,0,0,S Bennett,1.444,3.75,6.5
2002/03,08/02/2003,Tottenham,Sunderland,4,1,H,2,1,H,16,8,7,6,12,11,10,8,0,2,0,0,R Styles,1.5,3.5,6.0
2002/03,08/02/2003,West Brom,Bolton,1,1,D,0,1,A,15,7,8,5,8,12,5,4,2,4,0,0,D Elleray,2.3,3.2,2.7
2002/03,09/02/2003,Man United,Man City,1,1,D,1,0,H,15,9,8,6,8,10,10,4,1,1,0,0,A Wiley,1.4,3.75,7.5
2002/03,09/02/2003,Newcastle,Arsenal,1,1,D,0,1,A,6,18,4,10,11,10,6,7,2,2,1,0,N Barry,2.625,3.2,2.375
2002/03,19/02/2003,Fulham,West Brom,3,0,H,0,0,D,12,9,8,4,13,18,2,3,1,2,0,0,U Rennie,1.727,3.25,4.333
2002/03,22/02/2003,Bolton,Man United,1,1,D,0,0,D,13,7,5,3,13,10,8,5,1,1,0,0,A D'Urso,5.5,3.5,1.533
2002/03,22/02/2003,Charlton,Aston Villa,3,0,H,0,0,D,14,13,9,6,17,20,6,6,2,2,0,0,P Dowd,2.1,3.25,3.0
2002/03,22/02/2003,Chelsea,Blackburn,1,2,A,0,0,D,16,6,9,5,11,12,5,2,2,1,0,0,G Poll,1.533,3.5,5.5
2002/03,22/02/2003,Everton,Southampton,2,1,H,0,1,A,25,11,16,6,3,13,17,6,0,1,0,0,D Elleray,1.833,3.25,3.75
2002/03,22/02/2003,Leeds,Newcastle,0,3,A,0,1,A,12,13,5,6,14,19,1,7,0,0,0,0,A Wiley,2.5,3.2,2.5
2002/03,22/02/2003,Man City,Arsenal,1,5,A,0,4,A,18,9,12,9,7,7,14,4,0,0,0,0,P Durkin,4.333,3.25,1.727
2002/03,22/02/2003,Sunderland,Middlesbrough,1,3,A,0,2,A,7,9,4,5,18,16,4,6,2,1,0,0,M Halsey,2.5,3.0,2.625
2002/03,23/02/2003,Birmingham,Liverpool,2,1,H,1,0,H,5,14,2,9,14,11,2,6,2,1,0,0,C Wilkes,3.75,3.25,1.833
2002/03,23/02/2003,West Brom,West Ham,1,2,A,0,1,A,10,7,5,2,19,12,7,4,1,1,0,0,M Dean,2.375,3.2,2.625
2002/03,24/02/2003,Tottenham,Fulham,1,1,D,1,1,D,15,8,10,7,17,13,5,7,2,2,1,1,G Barber,1.727,3.25,4.333
2002/03,01/03/2003,Blackburn,Man City,1,0,H,1,0,H,10,12,7,6,9,15,2,4,2,0,0,0,S Dunn,1.909,3.25,3.5
2002/03,01/03/2003,Fulham,Sunderland,1,0,H,0,0,D,11,15,4,6,18,13,8,11,1,2,0,0,E Wolstenholme,1.615,3.4,5.0
2002/03,01/03/2003,Middlesbrough,Everton,1,1,D,0,1,A,6,11,2,5,14,8,4,2,0,0,0,0,U Rennie,2.25,3.25,2.75
2002/03,01/03/2003,Newcastle,Chelsea,2,1,H,1,1,D,5,8,2,5,12,22,5,7,0,1,0,0,J Winter,2.0,3.25,3.25
2002/03,01/03/2003,Southampton,West Brom,1,0,H,1,0,H,15,12,11,3,21,20,9,3,2,2,0,0,D Gallagher,1.615,3.4,5.0
2002/03,01/03/2003,West Ham,Tottenham,2,0,H,1,0,H,10,9,8,3,14,9,8,3,3,2,0,0,N Barry,2.4,3.2,2.6
2002/03,02/03/2003,Arsenal,Charlton,2,0,H,2,0,H,19,6,11,4,12,12,12,6,1,0,0,0,R Styles,1.3,4.5,8.0
2002/03,03/03/2003,Aston Villa,Birmingham,0,2,A,0,0,D,11,5,4,3,20,17,4,3,1,2,2,0,M Halsey,1.909,3.25,3.5
2002/03,05/03/2003,Man United,Leeds,2,1,H,1,0,H,15,7,2,6,10,16,8,3,1,1,0,0,G Poll,1.36,4.0,7.5
2002/03,05/03/2003,Middlesbrough,Newcastle,1,0,H,0,0,D,10,11,4,0,13,16,5,9,0,3,0,0,A D'Urso,2.7,3.2,2.3
2002/03,08/03/2003,Liverpool,Bolton,2,0,H,1,0,H,9,10,3,2,13,11,3,3,0,3,0,0,G Barber,1.444,3.75,6.5
2002/03,15/03/2003,Aston Villa,Man United,0,1,A,0,1,A,19,13,6,5,10,10,6,6,2,1,0,0,M Dean,4.5,3.4,1.66
2002/03,15/03/2003,Blackburn,Arsenal,2,0,H,1,0,H,10,9,4,5,11,15,3,5,4,2,0,0,S Bennett,4.0,3.25,1.8
2002/03,15/03/2003,Charlton,Newcastle,0,2,A,0,1,A,7,11,5,5,10,9,6,4,1,2,0,0,S Dunn,2.62,3.2,2.37
2002/03,15/03/2003,Everton,West Ham,0,0,D,0,0,D,11,3,8,2,14,12,5,5,2,0,0,0,M Halsey,1.72,3.25,4.33
2002/03,15/03/2003,Fulham,Southampton,2,2,D,1,0,H,3,12,3,5,8,11,3,7,1,0,0,0,P Durkin,2.2,3.25,2.8
2002/03,15/03/2003,Leeds,Middlesbrough,2,3,A,1,2,A,14,7,8,3,16,11,6,3,3,2,0,0,D Elleray,2.2,3.25,2.8
2002/03,15/03/2003,Sunderland,Bolton,0,2,A,0,0,D,12,13,7,8,15,12,8,6,1,1,0,0,J Winter,2.3,3.2,2.7
2002/03,16/03/2003,Man City,Birmingham,1,0,H,0,0,D,14,7,9,4,17,7,7,6,2,1,1,0,M Messias,1.8,3.25,4.0
2002/03,16/03/2003,Tottenham,Liverpool,2,3,A,0,0,D,12,9,5,6,21,11,9,4,1,1,0,0,U Rennie,2.5,3.2,2.5
2002/03,16/03/2003,West Brom,Chelsea,0,2,A,0,1,A,5,11,1,8,10,8,2,4,0,0,0,0,A D'Urso,4.33,3.25,1.72
2002/03,22/03/2003,Birmingham,West Brom,1,0,H,0,0,D,13,9,6,3,10,22,8,3,0,0,0,0,P Durkin,1.833,3.25,3.75
2002/03,22/03/2003,Chelsea,Man City,5,0,H,2,0,H,16,8,10,4,11,13,7,6,1,2,0,1,P Dowd,1.571,3.6,5.0
2002/03,22/03/2003,Man United,Fulham,3,0,H,1,0,H,18,11,11,6,11,12,9,5,2,1,0,0,S Bennett,1.286,4.5,9.0
2002/03,22/03/2003,Middlesbrough,Charlton,1,1,D,0,1,A,15,6,6,4,9,10,8,4,1,2,0,0,M Dean,1.909,3.25,3.5
2002/03,22/03/2003,Newcastle,Blackburn,5,1,H,1,0,H,14,11,8,8,12,11,8,3,1,1,0,0,N Barry,1.615,3.4,5.0
2002/03,22/03/2003,Southampton,Aston Villa,2,2,D,1,2,A,11,13,7,9,8,17,4,3,0,1,0,0,G Barber,1.8,3.25,4.0
2002/03,22/03/2003,West Ham,Sunderland,2,0,H,1,0,H,10,4,4,2,16,12,4,1,1,0,0,0,R Styles,1.667,3.4,4.5
2002/03,23/03/2003,Arsenal,Everton,2,1,H,1,0,H,14,6,10,3,15,19,3,5,2,1,0,0,A Wiley,1.444,3.75,6.5
2002/03,23/03/2003,Liverpool,Leeds,3,1,H,2,1,H,19,11,11,6,12,17,4,6,0,1,0,0,A D'Urso,1.571,3.4,5.5
2002/03,24/03/2003,Bolton,Tottenham,1,0,H,0,0,D,15,7,8,2,8,9,4,9,0,1,0,0,G Poll,2.3,3.2,2.7
2002/03,05/04/2003,Aston Villa,Arsenal,1,1,D,0,0,D,6,12,2,5,19,12,5,6,1,2,0,0,U Rennie,4.5,3.4,1.667
2002/03,05/04/2003,Bolton,Man City,2,0,H,1,0,H,5,5,3,2,6,10,5,7,0,5,0,0,C Wilkes,2.2,3.25,2.8
2002/03,05/04/2003,Charlton,Leeds,1,6,A,1,3,A,6,14,4,10,14,17,7,8,2,1,0,0,E Wolstenholme,1.909,3.25,3.5
2002/03,05/04/2003,Man United,Liverpool,4,0,H,1,0,H,12,5,9,1,15,17,10,4,1,3,0,1,M Riley,1.727,3.25,4.333
2002/03,05/04/2003,Middlesbrough,West Brom,3,0,H,1,0,H,22,12,12,6,9,15,3,5,0,1,0,0,M Halsey,1.533,3.5,5.5
2002/03,05/04/2003,Southampton,West Ham,1,1,D,1,0,H,11,14,5,8,17,11,3,8,3,2,0,0,M Messias,2.0,3.25,3.25
2002/03,05/04/2003,Sunderland,Chelsea,1,2,A,1,0,H,9,13,4,10,17,11,3,8,1,1,0,0,D Gallagher,5.0,3.4,1.615
2002/03,05/04/2003,Tottenham,Birmingham,2,1,H,1,0,H,12,10,6,4,20,16,10,5,1,1,0,0,D Elleray,1.727,3.25,4.333
2002/03,06/04/2003,Everton,Newcastle,2,1,H,1,1,D,9,15,7,8,12,13,9,5,1,2,0,0,N Barry,2.5,3.2,2.5
2002/03,07/04/2003,Fulham,Blackburn,0,4,A,0,2,A,9,7,4,3,9,19,3,4,0,2,0,0,G Poll,2.25,3.25,2.75
2002/03,12/04/2003,Birmingham,Sunderland,2,0,H,1,0,H,7,2,3,0,22,19,6,6,0,1,0,1,P Dowd,1.667,3.4,4.5
2002/03,12/04/2003,Blackburn,Charlton,1,0,H,1,0,H,11,7,6,5,10,14,9,11,0,0,0,0,J Winter,1.727,3.25,4.333
2002/03,12/04/2003,Chelsea,Bolton,1,0,H,0,0,D,17,7,8,2,9,10,3,1,1,2,0,0,G Barber,1.5,3.5,6.0
2002/03,12/04/2003,Leeds,Tottenham,2,2,D,1,2,A,11,6,4,2,13,10,7,4,1,2,0,0,R Styles,1.909,3.25,3.5
2002/03,12/04/2003,Liverpool,Fulham,2,0,H,1,0,H,17,11,11,7,9,17,5,6,1,2,0,0,A Wiley,1.444,3.5,7.5
2002/03,12/04/2003,Man City,Middlesbrough,0,0,D,0,0,D,9,6,6,1,12,7,1,4,0,1,0,0,A D'Urso,2.2,3.25,2.8
2002/03,12/04/2003,Newcastle,Man United,2,6,A,1,4,A,15,15,9,11,8,7,6,6,1,0,0,0,S Dunn,2.625,3.2,2.375
2002/03,12/04/2003,West Brom,Everton,1,2,A,1,2,A,12,8,6,3,9,5,3,10,2,2,0,0,S Bennett,3.5,3.25,1.909
2002/03,12/04/2003,West Ham,Aston Villa,2,2,D,1,1,D,15,6,7,3,14,12,10,7,4,1,0,0,M Dean,2.0,3.25,3.25
2002/03,16/04/2003,Arsenal,Man United,2,2,D,0,1,A,10,6,7,3,15,15,6,2,0,2,1,0,M Halsey,2.25,3.25,2.75
2002/03,18/04/2003,Tottenham,Man City,0,2,A,0,2,A,9,11,6,6,11,15,7,9,2,3,0,0,M Riley,1.8,3.25,4.0
2002/03,19/04/2003,Aston Villa,Chelsea,2,1,H,1,0,H,19,16,10,10,11,12,6,2,1,0,0,0,R Styles,2.8,3.25,2.2
2002/03,19/04/2003,Bolton,West Ham,1,0,H,1,0,H,19,9,9,3,18,9,8,3,3,4,0,1,U Rennie,2.2,3.25,2.8
2002/03,19/04/2003,Charlton,Birmingham,0,2,A,0,1,A,7,13,5,7,16,12,8,5,2,1,0,0,N Barry,2.1,3.25,3.0
2002/03,19/04/2003,Everton,Liverpool,1,2,A,0,1,A,9,8,4,2,15,18,4,3,4,3,2,0,P Durkin,2.5,3.2,2.5
2002/03,19/04/2003,Fulham,Newcastle,2,1,H,0,1,A,13,8,6,6,12,9,6,13,1,1,0,1,D Gallagher,3.0,3.25,2.1
2002/03,19/04/2003,Man United,Blackburn,3,1,H,2,1,H,18,6,12,1,8,9,7,3,0,0,0,0,A D'Urso,1.3,4.5,8.0
2002/03,19/04/2003,Middlesbrough,Arsenal,0,2,A,0,0,D,7,6,3,2,16,12,3,5,0,1,0,0,D Elleray,3.75,3.25,1.833
2002/03,19/04/2003,Southampton,Leeds,3,2,H,2,0,H,16,5,7,3,8,22,11,1,0,4,0,1,M Halsey,2.2,3.25,2.8
2002/03,19/04/2003,Sunderland,West Brom,1,2,A,0,2,A,20,9,13,7,19,12,10,5,4,1,0,0,G Poll,2.1,3.25,3.0
2002/03,21/04/2003,Birmingham,Southampton,3,2,H,0,1,A,15,12,9,7,10,19,5,3,0,2,0,0,S Bennett,2.1,3.25,3.0
2002/03,21/04/2003,Blackburn,Bolton,0,0,D,0,0,D,11,6,5,3,14,13,9,4,2,3,0,0,M Dean,1.8,3.4,3.6
2002/03,21/04/2003,Chelsea,Everton,4,1,H,1,0,H,13,3,9,1,11,15,4,0,1,1,0,0,M Riley,1.727,3.2,4.333
2002/03,21/04/2003,Liverpool,Charlton,2,1,H,0,0,D,20,5,10,5,4,14,8,9,0,1,0,0,S Dunn,1.4,3.75,7.0
2002/03,21/04/2003,Man City,Sunderland,3,0,H,2,0,H,15,4,8,3,12,11,7,3,0,1,0,0,G Barber,1.571,3.6,5.0
2002/03,21/04/2003,Newcastle,Aston Villa,1,1,D,1,0,H,16,10,4,7,6,13,8,5,0,1,0,0,J Winter,1.5,3.4,6.0
2002/03,21/04/2003,West Brom,Tottenham,2,3,A,1,1,D,8,8,8,5,9,10,5,8,2,2,0,0,P Dowd,3.0,3.25,2.1
2002/03,21/04/2003,West Ham,Middlesbrough,1,0,H,0,0,D,13,6,9,2,15,18,4,6,1,2,0,0,A Wiley,1.833,3.5,3.5
2002/03,22/04/2003,Leeds,Fulham,2,0,H,1,0,H,19,7,7,2,18,17,8,4,0,2,0,0,N Barry,1.667,3.4,4.5
2002/03,26/04/2003,Birmingham,Middlesbrough,3,0,H,2,0,H,7,6,6,4,17,18,3,3,1,2,0,0,M Dean,2.1,3.25,3.0
2002/03,26/04/2003,Bolton,Arsenal,2,2,D,0,0,D,17,8,11,7,15,16,10,4,2,2,1,0,A D'Urso,5.0,3.6,1.571
2002/03,26/04/2003,Charlton,Southampton,2,1,H,1,0,H,14,14,10,6,15,12,7,10,1,1,0,0,A Wiley,2.2,3.25,2.8
2002/03,26/04/2003,Chelsea,Fulham,1,1,D,1,0,H,11,7,5,5,9,11,9,2,3,2,0,0,D Elleray,1.4,4.0,6.5
2002/03,26/04/2003,Everton,Aston Villa,2,1,H,0,0,D,11,15,8,10,10,13,8,6,0,1,0,0,G Poll,1.8,3.25,4.0
2002/03,26/04/2003,Leeds,Blackburn,2,3,A,1,1,D,15,10,9,5,12,18,11,6,2,1,0,0,P Durkin,2.0,3.4,3.0
2002/03,26/04/2003,Sunderland,Newcastle,0,1,A,0,1,A,12,18,8,9,20,18,6,8,4,4,0,0,S Bennett,4.5,3.4,1.667
2002/03,26/04/2003,West Brom,Liverpool,0,6,A,0,1,A,9,18,5,14,12,6,4,3,1,1,0,0,D Gallagher,5.0,3.6,1.571
2002/03,27/04/2003,Man City,West Ham,0,1,A,0,0,D,16,11,5,7,10,11,11,6,1,1,0,0,R Styles,2.2,3.4,2.75
2002/03,27/04/2003,Tottenham,Man United,0,2,A,0,0,D,6,20,3,15,11,11,5,8,0,0,0,0,J Winter,5.0,3.4,1.615
