Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Referee,B365H,B365D,B365A
2006/07,14/10/06,Liverpool,Blackburn,1,1,D,0,1,A,18,5,9,3,6,15,8,1,1,3,0,0,M Clattenburg,1.44,4.0,7.5
2006/07,14/10/06,Man City,Sheffield United,0,0,D,0,0,D,14,7,6,3,14,12,3,4,0,1,0,0,M Dean,1.66,3.6,5.0
2006/07,14/10/06,Middlesbrough,Everton,2,1,H,1,0,H,9,12,6,8,12,9,10,13,1,0,0,0,M Halsey,2.6,3.1,2.7
2006/07,14/10/06,Portsmouth,West Ham,2,0,H,1,0,H,18,6,6,3,20,11,4,4,4,4,0,0,G Poll,2.0,3.2,3.75
2006/07,14/10/06,Reading,Chelsea,0,1,A,0,1,A,5,7,0,4,16,7,8,5,3,2,1,1,M Riley,7.5,4.33,1.4
2006/07,14/10/06,Wigan,Man United,1,3,A,1,0,H,6,12,2,5,7,8,2,5,0,2,0,0,S Bennett,6.0,3.8,1.53
2006/07,15/10/06,Newcastle,Bolton,1,2,A,1,0,H,10,7,3,5,21,15,3,3,3,3,0,0,A Wiley,2.25,3.2,3.1
2006/07,16/10/06,Fulham,Charlton,2,1,H,0,0,D,11,10,6,3,9,12,3,6,1,3,0,0,R Styles,2.1,3.1,3.6
2006/07,21/10/06,Aston Villa,Fulham,1,1,D,1,1,D,3,5,1,2,12,13,4,1,0,2,0,0,C Foy,1.72,3.4,5.0
2006/07,21/10/06,Charlton,Watford,0,0,D,0,0,D,16,8,8,3,13,17,9,9,2,0,0,0,L Mason,1.9,3.25,4.0
2006/07,21/10/06,Chelsea,Portsmouth,2,1,H,0,0,D,26,10,18,1,6,12,9,5,3,2,0,0,M Clattenburg,1.28,5.0,10.0
2006/07,21/10/06,Everton,Sheffield United,2,0,H,2,0,H,13,10,5,4,13,11,4,3,0,1,0,1,D Gallagher,1.57,3.5,6.5
2006/07,21/10/06,Wigan,Man City,4,0,H,2,0,H,12,9,5,4,14,13,3,5,1,1,0,0,P Dowd,2.3,3.1,3.1
2006/07,22/10/06,Blackburn,Bolton,0,1,A,0,0,D,24,8,11,7,12,16,7,8,2,2,0,1,M Dean,2.37,3.1,2.75
2006/07,22/10/06,Man United,Liverpool,2,0,H,1,0,H,10,13,8,5,14,21,5,5,1,3,0,0,G Poll,1.9,3.25,4.0
2006/07,22/10/06,Middlesbrough,Newcastle,1,0,H,0,0,D,19,13,8,4,17,13,8,4,2,0,0,0,M Atkinson,2.4,3.1,2.87
2006/07,22/10/06,Reading,Arsenal,0,4,A,0,2,A,3,16,1,9,6,6,10,2,0,0,0,0,A Wiley,5.5,3.6,1.61
2006/07,22/10/06,Tottenham,West Ham,1,0,H,1,0,H,13,5,5,2,14,15,9,9,3,4,0,0,S Bennett,1.8,3.3,4.5
2006/07,28/10/06,Arsenal,Everton,1,1,D,0,1,A,26,2,12,2,6,21,16,3,2,3,0,0,M Riley,1.4,4.0,9.0
2006/07,28/10/06,Bolton,Man United,0,4,A,0,2,A,8,15,3,10,18,11,7,2,2,2,0,0,R Styles,4.33,3.3,1.83
2006/07,28/10/06,Fulham,Wigan,0,1,A,0,0,D,4,15,1,7,11,12,5,4,1,2,0,0,G Poll,2.1,3.25,3.4
2006/07,28/10/06,Liverpool,Aston Villa,3,1,H,3,0,H,19,7,6,5,11,17,8,4,0,1,0,0,S Bennett,1.53,3.6,6.5
2006/07,28/10/06,Newcastle,Charlton,0,0,D,0,0,D,20,8,10,4,12,9,10,3,1,1,0,0,M Dean,1.8,3.3,4.5
2006/07,28/10/06,Portsmouth,Reading,3,1,H,1,0,H,18,8,12,4,18,6,5,13,0,0,0,0,P Dowd,1.8,3.3,4.5
2006/07,28/10/06,Sheffield United,Chelsea,0,2,A,0,1,A,6,10,2,7,15,12,8,7,2,0,0,0,M Atkinson,12.0,4.5,1.3
2006/07,28/10/06,Watford,Tottenham,0,0,D,0,0,D,9,11,2,8,14,14,7,7,3,1,0,0,U Rennie,3.6,3.3,2.0
2006/07,29/10/06,West Ham,Blackburn,2,1,H,1,0,H,9,13,5,7,16,10,5,8,1,1,0,0,A Wiley,2.5,3.2,2.75
2006/07,30/10/06,Man City,Middlesbrough,1,0,H,1,0,H,14,4,5,0,16,22,9,1,2,4,0,0,H Webb,2.37,3.1,3.0
2006/07,04/11/06,Bolton,Wigan,0,1,A,0,0,D,13,9,5,3,15,14,5,3,1,2,0,0,M Clattenburg,1.9,3.25,4.0
2006/07,04/11/06,Charlton,Man City,1,0,H,1,0,H,18,15,11,9,10,9,5,12,1,2,0,0,C Foy,2.3,3.1,3.1
2006/07,04/11/06,Fulham,Everton,1,0,H,0,0,D,5,5,3,3,8,17,4,10,0,1,0,0,M Atkinson,2.8,3.1,2.5
2006/07,04/11/06,Liverpool,Reading,2,0,H,1,0,H,21,5,10,2,8,14,9,6,0,2,0,0,U Rennie,1.33,4.5,9.5
2006/07,04/11/06,Man United,Portsmouth,3,0,H,2,0,H,18,8,11,5,6,9,9,5,0,1,0,0,M Dean,1.3,5.0,9.0
2006/07,04/11/06,Newcastle,Sheffield United,0,1,A,0,0,D,11,12,3,6,16,12,7,0,3,2,0,0,S Bennett,1.72,3.4,5.0
2006/07,04/11/06,Watford,Middlesbrough,2,0,H,1,0,H,14,5,6,2,15,15,10,4,1,1,0,0,D Gallagher,2.6,3.0,2.8
2006/07,05/11/06,Aston Villa,Blackburn,2,0,H,1,0,H,8,5,5,3,15,13,4,3,1,3,0,0,H Webb,2.0,3.2,3.75
2006/07,05/11/06,Tottenham,Chelsea,2,1,H,1,1,D,8,17,3,10,15,15,7,10,3,5,0,1,G Poll,5.0,3.4,1.72
2006/07,05/11/06,West Ham,Arsenal,1,0,H,0,0,D,11,11,5,5,11,8,8,3,3,2,0,0,R Styles,5.5,3.6,1.61
2006/07,11/11/06,Blackburn,Man United,0,1,A,0,0,D,9,14,4,7,17,8,6,4,4,3,0,0,M Riley,5.5,3.6,1.61
2006/07,11/11/06,Chelsea,Watford,4,0,H,2,0,H,14,2,8,1,13,14,9,4,1,1,0,0,H Webb,1.12,7.0,23.0
2006/07,11/11/06,Everton,Aston Villa,0,1,A,0,1,A,10,17,4,9,16,19,6,2,2,3,0,0,P Dowd,2.0,3.2,3.75
2006/07,11/11/06,Man City,Newcastle,0,0,D,0,0,D,15,8,8,3,18,11,6,5,1,3,0,0,G Poll,2.1,3.2,3.5
2006/07,11/11/06,Middlesbrough,West Ham,1,0,H,0,0,D,11,11,8,7,7,10,7,1,1,3,0,0,M Halsey,2.2,3.2,3.25
2006/07,11/11/06,Portsmouth,Fulham,1,1,D,0,0,D,23,7,12,4,11,7,19,5,0,3,0,0,S Bennett,1.83,3.3,4.33
2006/07,11/11/06,Sheffield United,Bolton,2,2,D,0,1,A,8,6,4,4,5,6,4,5,1,1,0,0,A Wiley,2.9,3.2,2.37
2006/07,11/11/06,Wigan,Charlton,3,2,H,2,0,H,8,7,5,4,18,11,2,3,2,0,0,0,D Gallagher,1.9,3.25,4.0
2006/07,12/11/06,Arsenal,Liverpool,3,0,H,1,0,H,7,10,7,4,7,12,2,6,2,3,0,0,M Clattenburg,2.0,3.2,3.75
2006/07,12/11/06,Reading,Tottenham,3,1,H,2,1,H,8,9,4,3,14,7,7,2,1,1,0,0,R Styles,3.1,3.2,2.25
2006/07,18/11/06,Arsenal,Newcastle,1,1,D,0,1,A,23,2,10,1,10,9,11,1,2,5,0,0,M Atkinson,1.25,5.0,13.0
2006/07,18/11/06,Chelsea,West Ham,1,0,H,1,0,H,19,7,9,1,10,8,5,6,1,4,0,0,M Dean,1.18,5.75,17.0
2006/07,18/11/06,Everton,Bolton,1,0,H,0,0,D,9,13,2,2,18,14,5,8,3,0,0,0,U Rennie,2.4,3.2,2.87
2006/07,18/11/06,Man City,Fulham,3,1,H,3,0,H,15,7,7,2,22,12,5,0,1,1,0,0,A Wiley,2.1,3.2,3.5
2006/07,18/11/06,Middlesbrough,Liverpool,0,0,D,0,0,D,1,17,1,10,14,3,2,12,0,0,0,0,L Mason,3.75,3.2,2.0
2006/07,18/11/06,Portsmouth,Watford,2,1,H,1,1,D,17,8,11,4,14,18,9,5,1,3,0,0,C Foy,1.61,3.6,5.5
2006/07,18/11/06,Reading,Charlton,2,0,H,1,0,H,11,4,4,2,6,11,4,9,0,3,0,0,G Poll,1.9,3.25,4.0
2006/07,18/11/06,Sheffield United,Man United,1,2,A,1,1,D,5,22,3,15,19,10,0,14,1,1,0,0,M Clattenburg,9.0,4.33,1.36
2006/07,19/11/06,Blackburn,Tottenham,1,1,D,1,0,H,6,13,3,5,17,16,4,5,0,1,1,1,P Dowd,2.4,3.2,2.87
2006/07,19/11/06,Wigan,Aston Villa,0,0,D,0,0,D,14,7,5,3,6,11,6,6,1,0,0,0,S Bennett,2.37,3.2,2.9
2006/07,25/11/06,Aston Villa,Middlesbrough,1,1,D,1,1,D,11,9,4,4,18,11,9,4,1,3,0,0,P Walton,1.8,3.3,4.5
2006/07,25/11/06,Bolton,Arsenal,3,1,H,2,1,H,10,14,8,7,11,8,7,11,3,4,0,0,M Dean,3.6,3.3,2.0
2006/07,25/11/06,Charlton,Everton,1,1,D,0,0,D,16,9,8,6,16,13,6,7,2,0,0,0,A Wiley,2.7,3.25,2.5
2006/07,25/11/06,Fulham,Reading,0,1,A,0,1,A,10,8,4,2,6,14,4,3,0,3,1,0,D Gallagher,2.2,3.1,3.3
2006/07,25/11/06,Liverpool,Man City,1,0,H,0,0,D,12,6,6,2,9,20,8,2,2,1,0,0,R Styles,1.44,3.75,8.5
2006/07,25/11/06,West Ham,Sheffield United,1,0,H,1,0,H,12,13,7,5,16,22,5,9,2,4,0,0,M Riley,1.8,3.3,4.5
2006/07,26/11/06,Man United,Chelsea,1,1,D,1,0,H,8,13,5,7,16,12,3,2,1,3,0,0,H Webb,2.5,3.1,2.8
2006/07,26/11/06,Newcastle,Portsmouth,1,0,H,0,0,D,13,7,10,2,13,12,10,3,2,2,0,0,M Halsey,2.3,3.1,3.1
2006/07,26/11/06,Tottenham,Wigan,3,1,H,2,1,H,11,10,6,5,12,17,3,2,2,4,0,0,M Clattenburg,1.8,3.3,4.5
2006/07,28/11/06,Watford,Sheffield United,0,1,A,0,0,D,9,17,6,7,20,10,6,1,3,1,1,0,M Atkinson,2.2,3.1,3.3
2006/07,29/11/06,Aston Villa,Man City,1,3,A,0,2,A,6,11,4,8,15,11,1,5,1,0,0,0,M Dean,1.83,3.3,4.33
2006/07,29/11/06,Bolton,Chelsea,0,1,A,0,1,A,9,16,3,10,13,13,3,5,3,1,0,0,S Bennett,5.0,3.6,1.66
2006/07,29/11/06,Fulham,Arsenal,2,1,H,2,1,H,13,7,7,2,17,15,6,6,4,5,0,1,H Webb,6.0,3.6,1.57
2006/07,29/11/06,Liverpool,Portsmouth,0,0,D,0,0,D,15,3,4,1,13,13,5,1,1,3,0,0,A Wiley,1.44,4.0,7.5
2006/07,29/11/06,Man United,Everton,3,0,H,1,0,H,18,7,6,4,15,15,3,2,1,1,0,0,M Halsey,1.33,4.5,9.5
2006/07,02/12/06,Arsenal,Tottenham,3,0,H,2,0,H,6,7,5,4,15,15,3,2,1,2,0,0,G Poll,1.66,3.5,5.0
2006/07,02/12/06,Blackburn,Fulham,2,0,H,2,0,H,10,4,6,2,19,13,3,3,2,2,0,0,S Bennett,1.9,3.25,4.0
2006/07,02/12/06,Middlesbrough,Man United,1,2,A,0,1,A,13,11,5,7,12,16,6,9,2,3,0,0,C Foy,6.0,3.6,1.57
2006/07,02/12/06,Portsmouth,Aston Villa,2,2,D,0,1,A,18,8,6,4,14,19,6,7,2,4,1,0,U Rennie,2.2,3.2,3.25
2006/07,02/12/06,Reading,Bolton,1,0,H,1,0,H,10,12,3,7,11,15,5,4,0,3,0,0,A Wiley,2.4,3.2,2.87
2006/07,02/12/06,Sheffield United,Charlton,2,1,H,0,1,A,26,8,10,4,11,14,12,3,1,1,0,0,P Dowd,2.2,3.1,3.3
2006/07,02/12/06,Wigan,Liverpool,0,4,A,0,4,A,15,9,6,6,9,14,8,2,2,2,0,0,M Riley,3.75,3.2,2.0
2006/07,03/12/06,Everton,West Ham,2,0,H,0,0,D,8,16,5,11,16,9,3,14,2,2,0,0,M Atkinson,1.9,3.25,4.0
2006/07,04/12/06,Man City,Watford,0,0,D,0,0,D,14,6,12,4,12,16,9,8,1,3,0,0,M Clattenburg,1.57,3.6,6.0
2006/07,05/12/06,Charlton,Blackburn,1,0,H,0,0,D,13,5,10,3,10,12,5,4,1,2,0,0,C Foy,2.5,3.1,2.8
2006/07,05/12/06,Tottenham,Middlesbrough,2,1,H,0,0,D,22,6,11,3,10,16,7,5,0,3,1,1,M Halsey,1.72,3.4,5.0
2006/07,06/12/06,Newcastle,Reading,3,2,H,1,2,A,14,14,8,5,11,13,1,8,1,1,0,0,R Styles,1.9,3.25,4.0
2006/07,06/12/06,West Ham,Wigan,0,2,A,0,0,D,13,9,6,4,12,16,7,9,0,3,0,0,A Wiley,2.0,3.3,3.6
2006/07,09/12/06,Blackburn,Newcastle,1,3,A,0,2,A,13,16,7,8,10,5,7,4,1,2,1,0,D Gallagher,2.15,3.25,3.4
2006/07,09/12/06,Bolton,West Ham,4,0,H,1,0,H,17,3,10,1,11,11,4,3,2,2,0,0,H Webb,1.75,3.3,5.0
2006/07,09/12/06,Liverpool,Fulham,4,0,H,0,0,D,32,5,19,3,7,8,14,1,1,1,0,0,U Rennie,1.33,4.5,9.5
2006/07,09/12/06,Man United,Man City,3,1,H,2,0,H,20,15,11,7,15,19,7,4,1,3,0,1,G Poll,1.36,4.33,9.0
2006/07,09/12/06,Middlesbrough,Wigan,1,1,D,0,1,A,13,8,7,3,10,7,7,4,2,1,0,0,S Bennett,2.05,3.2,3.6
2006/07,09/12/06,Portsmouth,Everton,2,0,H,2,0,H,13,12,8,5,20,11,6,4,2,4,0,0,M Clattenburg,2.2,3.2,3.25
2006/07,09/12/06,Tottenham,Charlton,5,1,H,2,1,H,13,12,9,3,7,11,5,9,2,4,0,0,M Dean,1.53,4.0,6.0
2006/07,09/12/06,Watford,Reading,0,0,D,0,0,D,8,6,5,1,14,12,2,5,0,1,0,0,C Foy,2.6,3.2,2.62
2006/07,10/12/06,Chelsea,Arsenal,1,1,D,0,0,D,20,11,7,4,16,16,4,5,2,2,0,0,A Wiley,1.72,3.4,5.0
2006/07,11/12/06,Sheffield United,Aston Villa,2,2,D,0,1,A,16,7,10,5,11,16,10,4,2,1,0,0,M Halsey,2.62,3.2,2.6
2006/07,13/12/06,Chelsea,Newcastle,1,0,H,0,0,D,15,6,8,1,16,13,7,2,2,2,0,0,P Dowd,1.2,6.0,13.0
2006/07,13/12/06,Wigan,Arsenal,0,1,A,0,0,D,15,9,7,3,10,7,4,7,1,0,0,0,R Styles,4.75,3.5,1.72
2006/07,16/12/06,Arsenal,Portsmouth,2,2,D,0,1,A,14,7,8,5,13,13,7,4,0,2,0,0,S Bennett,1.4,4.33,7.5
2006/07,16/12/06,Aston Villa,Bolton,0,1,A,0,0,D,15,7,9,3,16,19,8,2,0,4,0,0,M Clattenburg,2.4,3.2,2.87
2006/07,16/12/06,Charlton,Liverpool,0,3,A,0,1,A,7,22,2,10,9,5,2,8,1,1,0,0,H Webb,6.0,3.8,1.53
2006/07,16/12/06,Newcastle,Watford,2,1,H,0,0,D,11,11,6,8,7,18,4,8,0,0,0,0,M Atkinson,1.72,3.4,5.0
2006/07,16/12/06,Reading,Blackburn,1,2,A,1,0,H,10,10,5,7,17,8,9,3,1,2,0,0,G Poll,2.1,3.25,3.4
2006/07,16/12/06,Wigan,Sheffield United,0,1,A,0,1,A,14,11,6,7,10,12,6,2,0,2,0,0,P Walton,1.8,3.4,4.33
2006/07,17/12/06,Everton,Chelsea,2,3,A,1,0,H,3,18,1,9,17,8,5,6,1,1,0,0,M Halsey,5.5,3.8,1.57
2006/07,17/12/06,Man City,Tottenham,1,2,A,0,2,A,10,11,4,7,13,11,6,3,1,0,0,0,R Styles,2.5,3.2,2.75
2006/07,17/12/06,West Ham,Man United,1,0,H,0,0,D,10,19,4,11,25,10,1,11,3,2,0,0,P Dowd,6.5,4.0,1.44
2006/07,18/12/06,Fulham,Middlesbrough,2,1,H,2,0,H,11,16,6,10,19,16,5,6,0,0,0,0,M Dean,2.25,3.2,3.1
2006/07,23/12/06,Arsenal,Blackburn,6,2,H,3,1,H,18,11,12,7,14,14,7,6,3,3,0,0,H Webb,1.33,4.5,9.5
2006/07,23/12/06,Aston Villa,Man United,0,3,A,0,0,D,11,14,3,10,12,11,6,8,2,2,0,0,S Bennett,5.5,3.6,1.61
2006/07,23/12/06,Fulham,West Ham,0,0,D,0,0,D,11,13,7,4,17,17,2,7,1,2,0,1,C Foy,2.37,3.25,2.87
