Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Referee,B365H,B365D,B365A
2004/05,26/12/04,Birmingham,Middlesbrough,2,0,H,2,0,H,11,9,10,6,17,9,5,3,1,0,0,0,S Bennett,2.62,3.2,2.62
2004/05,26/12/04,Blackburn,Newcastle,2,2,D,1,2,A,21,5,11,3,18,19,7,5,1,2,0,0,M Messias,2.6,3.25,2.6
2004/05,26/12/04,Chelsea,Aston Villa,1,0,H,1,0,H,14,9,7,7,12,13,6,3,3,3,0,0,P Walton,1.3,4.5,12.0
2004/05,26/12/04,Crystal Palace,Portsmouth,0,1,A,0,0,D,18,11,10,6,10,14,9,7,0,2,0,0,N Barry,2.5,3.2,2.75
2004/05,26/12/04,Everton,Man City,2,1,H,1,1,D,9,10,6,6,14,21,4,4,1,2,0,1,P Dowd,1.9,3.25,4.0
2004/05,26/12/04,Man United,Bolton,2,0,H,1,0,H,14,8,7,1,12,14,9,0,0,0,0,0,D Gallagher,1.28,5.0,10.0
2004/05,26/12/04,Norwich,Tottenham,0,2,A,0,0,D,13,16,8,9,11,9,10,8,1,0,0,0,M Riley,3.0,3.25,2.3
2004/05,26/12/04,Southampton,Charlton,0,0,D,0,0,D,12,15,4,5,7,12,5,11,1,0,0,0,S Dunn,2.6,3.25,2.6
2004/05,26/12/04,West Brom,Liverpool,0,5,A,0,1,A,2,16,1,8,12,13,4,11,0,0,1,0,R Styles,5.5,3.4,1.66
2004/05,28/12/04,Aston Villa,Man United,0,1,A,0,1,A,8,15,6,7,14,10,6,9,0,3,0,0,G Poll,4.75,3.5,1.72
2004/05,28/12/04,Bolton,Blackburn,0,1,A,0,1,A,13,7,5,5,13,10,5,1,2,2,0,0,R Styles,2.0,3.2,3.75
2004/05,28/12/04,Charlton,Everton,2,0,H,0,0,D,12,5,8,3,13,11,8,2,0,0,0,1,M Riley,2.62,3.2,2.6
2004/05,28/12/04,Fulham,Birmingham,2,3,A,1,2,A,10,6,7,5,9,13,7,3,1,0,0,0,M Clattenburg,2.37,3.2,2.9
2004/05,28/12/04,Liverpool,Southampton,1,0,H,1,0,H,19,3,11,2,6,12,7,3,0,3,0,0,M Halsey,1.36,4.33,9.0
2004/05,28/12/04,Man City,West Brom,1,1,D,1,0,H,11,0,4,0,7,10,11,0,0,0,0,1,A D'Urso,1.53,3.75,6.5
2004/05,28/12/04,Middlesbrough,Norwich,2,0,H,0,0,D,17,10,11,2,13,10,8,4,1,1,0,0,H Webb,1.5,3.75,7.0
2004/05,28/12/04,Portsmouth,Chelsea,0,2,A,0,0,D,4,12,2,9,12,15,5,4,1,3,0,0,A Wiley,6.5,3.75,1.53
2004/05,28/12/04,Tottenham,Crystal Palace,1,1,D,0,0,D,17,11,14,7,10,15,5,6,1,0,0,0,U Rennie,1.57,3.5,6.5
2004/05,29/12/04,Newcastle,Arsenal,0,1,A,0,1,A,9,13,5,6,10,21,4,8,1,4,0,0,S Bennett,3.75,3.5,1.9
2004/05,01/01/05,Aston Villa,Blackburn,1,0,H,0,0,D,11,9,3,4,9,9,6,7,1,0,0,0,H Webb,1.9,3.1,4.33
2004/05,01/01/05,Bolton,West Brom,1,1,D,0,1,A,25,11,15,7,13,15,7,3,0,1,0,0,M Dean,1.66,3.4,5.5
2004/05,01/01/05,Charlton,Arsenal,1,3,A,1,1,D,7,8,4,5,13,15,1,2,1,1,0,0,M Halsey,6.0,3.4,1.61
2004/05,01/01/05,Fulham,Crystal Palace,3,1,H,1,1,D,12,7,6,3,11,18,4,2,1,3,0,0,D Gallagher,2.0,3.2,3.75
2004/05,01/01/05,Liverpool,Chelsea,0,1,A,0,0,D,14,8,7,7,14,16,3,2,2,2,0,0,M Riley,3.1,3.2,2.25
2004/05,01/01/05,Man City,Southampton,2,1,H,2,0,H,15,6,8,1,12,9,9,8,0,0,0,0,C Foy,1.72,3.4,5.0
2004/05,01/01/05,Middlesbrough,Man United,0,2,A,0,1,A,6,13,2,7,13,9,10,4,1,0,0,0,A Wiley,3.5,3.2,2.1
2004/05,01/01/05,Newcastle,Birmingham,2,1,H,2,0,H,8,10,4,8,8,14,6,5,1,2,0,0,R Styles,1.9,3.1,4.33
2004/05,01/01/05,Portsmouth,Norwich,1,1,D,0,1,A,14,6,6,5,13,6,7,5,3,0,0,1,P Dowd,1.66,3.4,5.5
2004/05,01/01/05,Tottenham,Everton,5,2,H,2,1,H,14,6,12,3,8,13,6,4,0,0,0,0,S Dunn,2.25,3.2,3.1
2004/05,03/01/05,Blackburn,Charlton,1,0,H,1,0,H,16,9,11,6,11,14,6,8,2,3,0,0,A Wiley,2.3,3.2,2.7
2004/05,03/01/05,Crystal Palace,Aston Villa,2,0,H,1,0,H,14,12,9,6,8,14,7,7,2,3,0,0,A D'Urso,2.5,3.2,2.5
2004/05,03/01/05,Norwich,Liverpool,1,2,A,0,0,D,7,11,4,6,16,19,5,2,2,3,0,0,H Webb,4.33,3.4,1.66
2004/05,03/01/05,West Brom,Newcastle,0,0,D,0,0,D,8,12,5,7,9,7,1,6,2,0,0,0,N Barry,3.6,3.4,1.83
2004/05,04/01/05,Arsenal,Man City,1,1,D,0,1,A,13,5,9,4,10,13,12,5,3,3,0,0,R Styles,1.28,4.5,9.0
2004/05,04/01/05,Birmingham,Bolton,1,2,A,0,1,A,14,11,8,6,12,12,6,5,2,2,0,0,U Rennie,1.8,3.25,4.0
2004/05,04/01/05,Chelsea,Middlesbrough,2,0,H,2,0,H,14,2,10,1,15,9,4,3,2,1,0,0,S Bennett,1.36,4.0,7.5
2004/05,04/01/05,Everton,Portsmouth,2,1,H,1,1,D,17,9,7,6,5,9,8,1,0,0,0,0,P Walton,1.72,3.25,4.33
2004/05,04/01/05,Man United,Tottenham,0,0,D,0,0,D,23,7,16,5,11,13,8,2,1,2,0,0,M Clattenburg,1.4,3.75,7.5
2004/05,05/01/05,Southampton,Fulham,3,3,D,2,2,D,8,12,5,7,16,16,2,10,2,2,0,0,G Poll,2.37,3.2,2.62
2004/05,15/01/05,Aston Villa,Norwich,3,0,H,2,0,H,22,7,10,1,15,12,7,5,0,0,0,0,M Riley,1.72,3.4,5.0
2004/05,15/01/05,Bolton,Arsenal,1,0,H,1,0,H,9,11,3,7,8,8,8,7,2,1,0,0,M Clattenburg,6.5,3.5,1.57
2004/05,15/01/05,Charlton,Birmingham,3,1,H,1,0,H,10,10,6,6,11,10,4,4,0,2,0,0,C Foy,2.2,3.1,3.4
2004/05,15/01/05,Liverpool,Man United,0,1,A,0,1,A,13,5,5,2,12,25,9,4,2,4,0,1,S Bennett,2.62,3.2,2.6
2004/05,15/01/05,Man City,Crystal Palace,3,1,H,2,1,H,16,7,9,2,10,11,7,7,2,1,0,0,A Marriner,1.72,3.4,5.0
2004/05,15/01/05,Newcastle,Southampton,2,1,H,2,1,H,22,9,17,6,12,20,14,4,0,2,0,0,U Rennie,1.57,3.5,6.5
2004/05,15/01/05,Portsmouth,Blackburn,0,1,A,0,0,D,11,14,1,6,13,23,5,6,2,6,2,0,A D'Urso,2.2,3.1,3.4
2004/05,15/01/05,Tottenham,Chelsea,0,2,A,0,1,A,12,12,4,5,14,12,4,7,2,4,0,0,G Poll,4.5,3.25,1.83
2004/05,16/01/05,Fulham,West Brom,1,0,H,0,0,D,8,7,4,6,12,12,7,5,3,1,0,0,P Walton,1.8,3.1,5.0
2004/05,16/01/05,Middlesbrough,Everton,1,1,D,1,0,H,18,13,12,5,12,10,9,6,1,2,0,0,D Gallagher,2.2,3.1,3.4
2004/05,22/01/05,Birmingham,Fulham,1,2,A,0,0,D,8,6,5,3,16,11,5,3,1,3,0,0,P Dowd,1.9,3.1,4.33
2004/05,22/01/05,Chelsea,Portsmouth,3,0,H,3,0,H,14,9,9,5,2,9,2,3,0,0,0,0,M Riley,1.2,6.0,13.0
2004/05,22/01/05,Crystal Palace,Tottenham,3,0,H,0,0,D,8,12,7,6,9,14,5,4,1,2,0,0,C Foy,3.1,3.2,2.25
2004/05,22/01/05,Everton,Charlton,0,1,A,0,1,A,12,4,7,3,13,10,9,5,1,2,0,0,H Webb,1.83,3.3,4.33
2004/05,22/01/05,Man United,Aston Villa,3,1,H,1,0,H,18,10,11,6,11,21,4,2,2,5,0,0,M Halsey,1.33,4.5,9.5
2004/05,22/01/05,Norwich,Middlesbrough,4,4,D,1,1,D,17,22,9,15,11,16,5,8,0,3,0,0,M Messias,3.1,3.2,2.25
2004/05,22/01/05,Southampton,Liverpool,2,0,H,2,0,H,11,11,7,2,10,12,6,3,1,2,0,0,A Wiley,4.5,3.25,1.83
2004/05,22/01/05,West Brom,Man City,2,0,H,1,0,H,13,11,6,5,9,12,3,11,2,0,0,0,G Poll,3.0,3.25,2.3
2004/05,23/01/05,Arsenal,Newcastle,1,0,H,1,0,H,13,4,8,1,17,19,11,1,2,3,0,0,S Dunn,1.44,4.0,7.5
2004/05,24/01/05,Blackburn,Bolton,0,1,A,0,0,D,9,6,4,3,16,19,7,7,1,4,0,0,S Bennett,2.3,3.1,3.1
2004/05,01/02/05,Arsenal,Man United,2,4,A,2,1,H,11,10,10,9,20,16,6,7,2,4,0,1,G Poll,2.25,3.1,3.2
2004/05,01/02/05,Bolton,Tottenham,3,1,H,0,0,D,15,11,9,5,9,17,4,6,0,2,0,1,M Dean,2.37,3.25,2.87
2004/05,01/02/05,Charlton,Liverpool,1,2,A,1,0,H,4,19,3,7,11,15,3,7,0,0,0,0,N Barry,2.87,3.2,2.4
2004/05,01/02/05,Portsmouth,Middlesbrough,2,1,H,1,1,D,14,9,5,2,9,8,9,5,1,2,0,0,P Crossley,2.6,3.2,2.62
2004/05,01/02/05,West Brom,Crystal Palace,2,2,D,0,0,D,12,4,7,4,17,11,8,4,1,0,0,1,D Gallagher,2.2,3.2,3.25
2004/05,02/02/05,Birmingham,Southampton,2,1,H,2,0,H,12,6,4,3,11,18,8,1,0,2,0,0,P Walton,1.9,3.1,4.33
2004/05,02/02/05,Blackburn,Chelsea,0,1,A,0,1,A,11,6,2,3,24,15,4,4,2,2,0,0,U Rennie,7.0,3.75,1.5
2004/05,02/02/05,Everton,Norwich,1,0,H,0,0,D,18,11,4,6,12,16,3,3,1,0,0,0,A Wiley,1.57,3.4,7.0
2004/05,02/02/05,Fulham,Aston Villa,1,1,D,0,0,D,12,12,3,2,12,17,4,8,1,3,0,0,C Foy,2.25,3.2,3.1
2004/05,02/02/05,Man City,Newcastle,1,1,D,0,1,A,5,3,1,1,11,18,3,1,2,3,0,0,A D'Urso,2.37,3.25,2.87
2004/05,05/02/05,Aston Villa,Arsenal,1,3,A,0,3,A,5,15,1,6,13,11,5,2,2,0,0,0,S Bennett,4.5,3.4,1.8
2004/05,05/02/05,Crystal Palace,Bolton,0,1,A,0,1,A,17,9,7,6,16,10,6,4,0,1,0,0,G Poll,2.5,3.25,2.75
2004/05,05/02/05,Liverpool,Fulham,3,1,H,1,1,D,10,6,7,2,12,13,4,3,1,4,0,0,R Styles,1.5,3.75,7.0
2004/05,05/02/05,Man United,Birmingham,2,0,H,0,0,D,17,7,11,1,10,16,5,2,1,3,0,0,D Gallagher,1.28,5.0,10.0
2004/05,05/02/05,Middlesbrough,Blackburn,1,0,H,1,0,H,13,6,7,3,14,10,8,10,1,2,1,0,M Riley,1.8,3.4,4.5
2004/05,05/02/05,Newcastle,Charlton,1,1,D,0,0,D,21,8,10,2,10,12,7,2,1,1,0,0,M Halsey,1.8,3.4,4.5
2004/05,05/02/05,Norwich,West Brom,3,2,H,1,1,D,13,15,7,8,18,13,3,3,0,3,0,0,C Foy,2.3,3.25,3.0
2004/05,05/02/05,Tottenham,Portsmouth,3,1,H,1,1,D,18,6,10,3,10,8,9,2,0,0,0,0,S Dunn,1.72,3.4,5.0
2004/05,06/02/05,Chelsea,Man City,0,0,D,0,0,D,11,5,8,2,9,11,7,1,2,1,0,0,H Webb,1.25,5.5,11.0
2004/05,06/02/05,Southampton,Everton,2,2,D,1,1,D,21,8,9,4,15,11,8,3,0,2,0,0,A D'Urso,2.63,3.2,2.63
2004/05,12/02/05,Birmingham,Liverpool,2,0,H,2,0,H,5,6,3,2,16,10,10,4,2,0,0,0,H Webb,3.2,3.2,2.2
2004/05,12/02/05,Blackburn,Norwich,3,0,H,2,0,H,18,9,13,6,15,14,12,3,2,1,0,0,S Dunn,1.8,3.4,4.5
2004/05,12/02/05,Bolton,Middlesbrough,0,0,D,0,0,D,13,5,8,2,11,15,3,2,0,1,0,0,A Wiley,2.1,3.2,3.5
2004/05,12/02/05,Everton,Chelsea,0,1,A,0,0,D,4,25,2,11,14,9,3,9,1,2,1,0,M Riley,4.5,3.25,1.83
2004/05,12/02/05,Portsmouth,Aston Villa,1,2,A,1,1,D,9,6,3,4,14,22,6,3,2,1,0,0,D Gallagher,2.3,3.25,3.0
2004/05,13/02/05,Man City,Man United,0,2,A,0,0,D,9,10,3,3,9,14,4,6,2,3,0,0,S Bennett,4.5,3.4,1.8
2004/05,14/02/05,Arsenal,Crystal Palace,5,1,H,3,0,H,17,6,12,3,8,17,5,1,1,2,0,0,R Styles,1.22,5.5,13.0
2004/05,22/02/05,West Brom,Southampton,0,0,D,0,0,D,9,11,4,7,15,15,7,3,2,3,0,0,M Riley,2.3,3.25,3.0
2004/05,26/02/05,Aston Villa,Everton,1,3,A,0,1,A,9,15,6,9,22,17,3,7,3,0,0,0,G Poll,2.25,3.2,3.1
2004/05,26/02/05,Crystal Palace,Birmingham,2,0,H,1,0,H,8,9,2,5,23,15,4,7,3,3,0,0,P Dowd,2.6,3.2,2.62
2004/05,26/02/05,Man United,Portsmouth,2,1,H,1,0,H,13,8,6,4,15,15,4,3,1,2,0,0,M Halsey,1.22,5.5,13.0
2004/05,26/02/05,Southampton,Arsenal,1,1,D,0,1,A,10,17,3,12,9,13,3,5,1,1,1,1,A Wiley,6.5,3.5,1.57
2004/05,26/02/05,Tottenham,Fulham,2,0,H,0,0,D,18,8,8,5,6,13,13,2,0,1,0,0,N Barry,1.8,3.1,5.0
2004/05,27/02/05,Middlesbrough,Charlton,2,2,D,0,1,A,21,5,18,2,10,15,10,1,0,3,0,0,M Riley,1.9,3.1,4.33
2004/05,27/02/05,Newcastle,Bolton,2,1,H,1,1,D,14,4,9,2,12,19,6,3,0,2,0,0,S Dunn,1.83,3.3,4.33
2004/05,28/02/05,Norwich,Man City,2,3,A,2,2,D,5,17,4,10,12,7,3,12,2,2,1,0,R Styles,2.6,3.2,2.62
2004/05,05/03/05,Arsenal,Portsmouth,3,0,H,1,0,H,11,5,6,2,12,15,7,3,0,2,0,0,C Foy,1.36,4.33,9.0
2004/05,05/03/05,Aston Villa,Middlesbrough,2,0,H,0,0,D,8,5,4,1,8,6,5,4,1,2,0,0,R Styles,2.3,3.25,3.0
2004/05,05/03/05,Crystal Palace,Man United,0,0,D,0,0,D,2,16,1,9,12,9,2,7,5,4,1,0,M Clattenburg,7.5,3.6,1.5
2004/05,05/03/05,Fulham,Charlton,0,0,D,0,0,D,10,9,5,6,9,12,5,5,3,2,0,0,S Bennett,2.3,3.25,3.0
2004/05,05/03/05,Newcastle,Liverpool,1,0,H,0,0,D,13,6,4,3,11,16,5,4,2,2,0,0,H Webb,2.4,3.2,2.87
2004/05,05/03/05,Norwich,Chelsea,1,3,A,0,1,A,8,23,5,13,14,15,7,7,1,2,0,0,M Halsey,7.5,4.33,1.4
2004/05,05/03/05,Southampton,Tottenham,1,0,H,0,0,D,9,13,4,8,7,11,4,10,1,2,0,0,P Walton,2.5,3.2,2.75
2004/05,06/03/05,Everton,Blackburn,0,1,A,0,0,D,12,11,4,5,15,20,6,3,3,2,0,0,P Dowd,1.72,3.4,5.0
2004/05,06/03/05,West Brom,Birmingham,2,0,H,0,0,D,12,7,7,0,16,18,13,3,1,1,0,0,S Dunn,2.75,3.2,2.5
2004/05,07/03/05,Man City,Bolton,0,1,A,0,1,A,8,11,3,3,10,21,5,5,1,2,0,0,A Wiley,2.25,3.2,3.1
2004/05,15/03/05,Chelsea,West Brom,1,0,H,1,0,H,23,7,11,4,13,9,8,3,0,1,0,0,N Barry,1.2,6.0,13.0
2004/05,16/03/05,Charlton,Tottenham,2,0,H,1,0,H,5,7,2,4,15,16,5,2,1,4,0,0,C Foy,2.37,3.25,2.87
2004/05,16/03/05,Liverpool,Blackburn,0,0,D,0,0,D,7,5,2,2,12,13,11,3,1,1,0,0,B Knight,1.57,3.5,6.5
2004/05,19/03/05,Blackburn,Arsenal,0,1,A,0,1,A,9,10,2,8,21,8,4,6,3,1,0,0,G Poll,4.5,3.4,1.8
2004/05,19/03/05,Bolton,Norwich,1,0,H,1,0,H,16,6,10,2,20,16,7,6,3,1,0,0,P Walton,1.57,3.6,6.0
2004/05,19/03/05,Charlton,West Brom,1,4,A,1,1,D,8,14,5,9,11,8,3,9,0,0,1,0,M Halsey,1.66,3.4,5.5
2004/05,19/03/05,Chelsea,Crystal Palace,4,1,H,1,1,D,20,6,13,3,13,16,10,4,1,0,0,0,P Dowd,1.2,6.0,13.0
2004/05,19/03/05,Man United,Fulham,1,0,H,1,0,H,19,10,12,6,7,11,18,3,0,1,0,0,A D'Urso,1.25,5.0,13.0
2004/05,19/03/05,Portsmouth,Newcastle,1,1,D,1,1,D,13,11,6,6,15,19,4,3,5,4,0,0,M Messias,2.75,3.2,2.5
2004/05,19/03/05,Tottenham,Man City,2,1,H,1,1,D,12,11,9,7,13,13,6,4,2,3,0,0,B Knight,1.83,3.3,4.33
2004/05,20/03/05,Birmingham,Aston Villa,2,0,H,0,0,D,10,5,4,4,12,20,2,3,3,3,0,0,M Riley,2.3,3.1,3.1
2004/05,20/03/05,Liverpool,Everton,2,1,H,2,0,H,15,4,8,2,13,15,5,1,1,4,1,0,R Styles,1.9,3.1,4.33
2004/05,20/03/05,Middlesbrough,Southampton,1,3,A,1,1,D,14,12,8,7,20,17,3,6,0,0,0,0,U Rennie,1.8,3.4,4.5
2004/05,02/04/05,Arsenal,Norwich,4,1,H,2,1,H,21,3,15,1,8,11,10,3,1,0,0,0,A Wiley,1.2,6.0,13.0
2004/05,02/04/05,Birmingham,Tottenham,1,1,D,0,0,D,14,9,7,5,6,10,3,3,0,1,0,0,H Webb,2.37,3.2,2.9
2004/05,02/04/05,Charlton,Man City,2,2,D,1,2,A,9,16,3,8,6,8,6,7,1,0,0,0,R Styles,2.0,3.2,3.75
2004/05,02/04/05,Crystal Palace,Middlesbrough,0,1,A,0,1,A,23,7,13,5,6,19,8,3,0,4,0,0,S Dunn,2.37,3.2,2.9
2004/05,02/04/05,Liverpool,Bolton,1,0,H,0,0,D,10,13,7,5,6,13,4,12,1,3,0,0,S Bennett,1.83,3.25,4.5
2004/05,02/04/05,Man United,Blackburn,0,0,D,0,0,D,23,9,9,3,21,18,9,3,3,2,0,0,M Riley,1.28,5.0,10.0
2004/05,02/04/05,Newcastle,Aston Villa,0,3,A,0,1,A,20,8,12,5,14,24,8,6,1,2,3,0,B Knight,1.72,3.4,5.0
2004/05,02/04/05,Southampton,Chelsea,1,3,A,0,2,A,4,12,3,8,11,10,4,3,0,2,0,0,M Halsey,6.5,3.5,1.57
2004/05,03/04/05,Fulham,Portsmouth,3,1,H,0,1,A,12,8,7,4,14,10,5,5,3,3,0,0,M Clattenburg,2.1,3.25,3.4
2004/05,03/04/05,West Brom,Everton,1,0,H,0,0,D,8,8,4,2,15,20,7,7,1,2,0,0,G Poll,2.75,3.2,2.5
2004/05,09/04/05,Blackburn,Southampton,3,0,H,1,0,H,15,9,8,3,19,14,4,2,2,1,0,0,N Barry,2.1,3.2,3.5
2004/05,09/04/05,Bolton,Fulham,3,1,H,2,0,H,15,7,10,4,6,14,4,6,0,2,0,1,D Gallagher,1.72,3.4,5.0
2004/05,09/04/05,Chelsea,Birmingham,1,1,D,0,0,D,19,2,12,1,17,12,8,5,2,2,0,0,C Foy,1.25,5.5,11.0
2004/05,09/04/05,Man City,Liverpool,1,0,H,0,0,D,11,6,8,1,8,11,5,2,1,1,0,0,M Riley,2.87,3.2,2.4
2004/05,09/04/05,Middlesbrough,Arsenal,0,1,A,0,0,D,9,7,6,1,11,9,5,3,1,1,0,0,P Dowd,5.0,3.1,1.8
2004/05,09/04/05,Norwich,Man United,2,0,H,0,0,D,7,16,5,8,19,18,3,4,2,2,0,0,H Webb,7.5,4.0,1.44
2004/05,09/04/05,Portsmouth,Charlton,4,2,H,2,2,D,13,8,9,4,11,14,5,4,1,3,0,0,G Poll,2.3,3.25,3.0
2004/05,10/04/05,Aston Villa,West Brom,1,1,D,1,0,H,14,7,7,5,6,10,5,5,1,2,1,1,R Styles,1.83,3.25,4.5
2004/05,10/04/05,Everton,Crystal Palace,4,0,H,1,0,H,13,11,8,3,10,14,4,9,1,1,0,0,U Rennie,1.66,3.4,5.5
2004/05,10/04/05,Tottenham,Newcastle,1,0,H,1,0,H,19,6,6,3,9,15,4,7,2,2,0,0,S Bennett,2.1,3.25,3.4
2004/05,16/04/05,Birmingham,Portsmouth,0,0,D,0,0,D,9,5,4,4,16,12,7,5,1,2,0,0,P Walton,1.9,3.1,4.33
2004/05,16/04/05,Charlton,Bolton,1,2,A,1,1,D,18,11,10,5,10,14,8,2,0,1,0,0,A Wiley,2.4,3.2,2.87
2004/05,16/04/05,Crystal Palace,Norwich,3,3,D,1,1,D,12,12,10,8,17,21,7,3,2,2,0,0,R Styles,2.0,3.2,3.75
2004/05,16/04/05,Fulham,Man City,1,1,D,0,1,A,8,7,3,3,9,19,6,8,0,1,0,0,N Barry,2.3,3.25,3.0
2004/05,16/04/05,Liverpool,Tottenham,2,2,D,1,1,D,18,9,7,6,5,7,12,3,0,0,0,0,M Halsey,1.83,3.25,4.5
2004/05,16/04/05,Southampton,Aston Villa,2,3,A,2,0,H,16,11,8,7,10,17,5,8,1,2,0,0,A D'Urso,2.2,3.2,3.25
2004/05,19/04/05,Bolton,Southampton,1,1,D,1,0,H,22,5,16,4,9,9,5,2,2,0,0,0,M Clattenburg,1.61,3.6,5.5
2004/05,19/04/05,Middlesbrough,Fulham,1,1,D,0,0,D,8,7,4,2,11,12,2,6,1,0,0,0,R Styles,1.83,3.3,4.33
2004/05,20/04/05,Aston Villa,Charlton,0,0,D,0,0,D,13,12,5,3,14,9,6,5,0,1,0,0,B Knight,1.9,3.1,4.33
2004/05,20/04/05,Blackburn,Crystal Palace,1,0,H,1,0,H,18,4,7,3,11,19,11,6,3,2,0,0,P Walton,1.9,3.3,4.0
2004/05,20/04/05,Chelsea,Arsenal,0,0,D,0,0,D,9,6,3,4,10,16,2,2,1,3,0,0,S Bennett,2.1,3.2,3.5
2004/05,20/04/05,Everton,Man United,1,0,H,0,0,D,7,16,3,11,18,17,4,5,3,2,0,2,P Dowd,4.0,3.3,1.9
2004/05,20/04/05,Man City,Birmingham,3,0,H,0,0,D,8,5,4,1,11,9,8,3,0,1,0,0,M Atkinson,2.0,3.2,3.75
2004/05,20/04/05,Norwich,Newcastle,2,1,H,0,0,D,15,24,8,10,12,11,6,6,0,0,0,0,A Marriner,2.5,3.4,2.62
2004/05,20/04/05,Portsmouth,Liverpool,1,2,A,1,2,A,8,19,6,12,10,8,5,4,1,0,0,0,H Webb,3.2,3.25,2.2
2004/05,20/04/05,Tottenham,West Brom,1,1,D,0,1,A,15,10,5,4,12,12,7,3,2,0,0,0,C Foy,1.66,3.4,5.5
