Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Referee,B365H,B365D,B365A
2009/10,23/08/09,West Ham,Tottenham,1,2,A,0,0,D,17,17,8,10,13,11,4,8,2,1,0,0,M Clattenburg,3.1,3.25,2.38
2009/10,24/08/09,Liverpool,Aston Villa,1,3,A,0,2,A,21,7,12,4,15,11,10,4,3,2,0,0,M Atkinson,1.44,4.2,8.0
2009/10,29/08/09,Blackburn,West Ham,0,0,D,0,0,D,19,11,9,5,13,18,5,2,1,3,0,0,P Dowd,2.2,3.3,3.5
2009/10,29/08/09,Bolton,Liverpool,2,3,A,1,1,D,8,26,5,14,14,7,5,11,3,1,1,0,A Wiley,7.0,4.0,1.53
2009/10,29/08/09,Chelsea,Burnley,3,0,H,1,0,H,27,3,17,0,7,5,10,1,0,1,0,0,M Clattenburg,1.14,8.0,21.0
2009/10,29/08/09,Man United,Arsenal,2,1,H,0,1,A,10,9,4,3,21,15,6,5,3,6,0,0,M Dean,2.2,3.3,3.5
2009/10,29/08/09,Stoke,Sunderland,1,0,H,1,0,H,13,9,7,6,9,8,10,10,0,2,0,0,M Jones,2.38,3.25,3.2
2009/10,29/08/09,Tottenham,Birmingham,2,1,H,0,0,D,20,11,14,6,12,10,7,3,2,2,0,0,P Walton,1.36,4.75,9.0
2009/10,29/08/09,Wolves,Hull,1,1,D,0,1,A,24,5,17,4,11,15,8,2,0,2,0,0,S Attwell,2.1,3.3,3.6
2009/10,30/08/09,Aston Villa,Fulham,2,0,H,1,0,H,9,6,4,3,9,9,9,4,1,2,0,0,S Bennett,1.73,3.6,5.25
2009/10,30/08/09,Everton,Wigan,2,1,H,0,0,D,26,12,14,7,11,24,12,5,1,5,0,0,L Probert,1.73,3.6,5.25
2009/10,30/08/09,Portsmouth,Man City,0,1,A,0,1,A,11,12,6,8,12,7,3,11,2,1,0,0,H Webb,6.5,3.8,1.57
2009/10,12/09/09,Blackburn,Wolves,3,1,H,1,0,H,13,9,10,5,13,16,10,6,1,2,0,0,S Bennett,1.83,3.5,4.5
2009/10,12/09/09,Liverpool,Burnley,4,0,H,2,0,H,27,6,16,3,8,10,7,5,0,2,0,0,L Mason,1.2,6.5,15.0
2009/10,12/09/09,Man City,Arsenal,4,2,H,1,0,H,10,19,6,9,13,12,3,12,3,2,0,0,M Clattenburg,2.88,3.25,2.5
2009/10,12/09/09,Portsmouth,Bolton,2,3,A,1,2,A,21,14,11,6,17,17,7,5,2,0,0,0,C Foy,2.6,3.2,2.8
2009/10,12/09/09,Stoke,Chelsea,1,2,A,1,1,D,4,18,2,10,13,11,4,14,3,3,0,0,M Dean,9.0,4.5,1.4
2009/10,12/09/09,Sunderland,Hull,4,1,H,1,1,D,7,6,4,5,18,15,7,8,2,2,0,0,M Atkinson,1.75,3.5,5.0
2009/10,12/09/09,Tottenham,Man United,1,3,A,1,2,A,11,17,7,13,16,13,3,9,3,2,0,1,A Marriner,3.1,3.4,2.3
2009/10,12/09/09,Wigan,West Ham,1,0,H,0,0,D,12,12,6,5,13,11,6,7,2,1,0,0,A Wiley,2.3,3.25,3.25
2009/10,13/09/09,Birmingham,Aston Villa,0,1,A,0,0,D,11,12,7,5,10,20,7,1,1,2,0,0,H Webb,3.4,3.25,2.25
2009/10,13/09/09,Fulham,Everton,2,1,H,0,1,A,14,6,8,6,6,10,5,3,1,0,0,0,P Walton,2.6,3.2,2.8
2009/10,19/09/09,Arsenal,Wigan,4,0,H,1,0,H,23,8,11,5,6,18,6,4,2,2,0,0,M Jones,1.25,5.5,13.0
2009/10,19/09/09,Aston Villa,Portsmouth,2,0,H,2,0,H,7,17,5,12,17,12,7,5,2,0,0,0,S Attwell,1.4,4.2,10.0
2009/10,19/09/09,Bolton,Stoke,1,1,D,0,0,D,11,10,5,6,6,11,4,6,2,2,0,0,M Clattenburg,2.1,3.25,3.75
2009/10,19/09/09,Burnley,Sunderland,3,1,H,1,1,D,10,8,3,5,4,15,4,4,0,3,0,0,C Foy,2.88,3.25,2.5
2009/10,19/09/09,Hull,Birmingham,0,1,A,0,0,D,16,14,11,9,15,13,10,8,0,2,0,0,P Dowd,2.4,3.25,3.0
2009/10,19/09/09,West Ham,Liverpool,2,3,A,2,2,D,8,19,5,15,13,17,4,4,3,3,0,0,A Marriner,6.5,4.0,1.53
2009/10,20/09/09,Chelsea,Tottenham,3,0,H,1,0,H,25,9,15,4,7,9,11,3,0,2,0,0,H Webb,1.5,4.0,7.0
2009/10,20/09/09,Everton,Blackburn,3,0,H,1,0,H,18,7,11,4,15,18,6,2,1,2,0,0,L Mason,1.8,3.3,5.0
2009/10,20/09/09,Man United,Man City,4,3,H,1,1,D,21,10,11,6,15,14,11,1,2,2,0,0,M Atkinson,1.57,4.0,6.0
2009/10,20/09/09,Wolves,Fulham,2,1,H,1,0,H,12,3,4,1,14,11,3,3,1,1,0,0,K Friend,2.5,3.25,2.88
2009/10,26/09/09,Birmingham,Bolton,1,2,A,0,1,A,12,10,6,4,9,17,8,4,2,1,0,0,S Bennett,2.2,3.25,3.4
2009/10,26/09/09,Blackburn,Aston Villa,2,1,H,1,1,D,15,10,7,5,14,11,6,5,2,3,1,0,M Clattenburg,3.1,3.25,2.38
2009/10,26/09/09,Fulham,Arsenal,0,1,A,0,0,D,18,14,12,4,14,11,4,6,4,0,0,0,M Atkinson,6.5,4.0,1.53
2009/10,26/09/09,Liverpool,Hull,6,1,H,2,1,H,22,7,14,3,10,3,13,2,1,4,0,0,P Walton,1.14,7.5,23.0
2009/10,26/09/09,Portsmouth,Everton,0,1,A,0,1,A,16,12,12,8,14,17,5,6,0,3,0,0,A Wiley,4.2,3.4,1.91
2009/10,26/09/09,Stoke,Man United,0,2,A,0,0,D,2,13,1,7,9,8,2,7,1,1,0,0,H Webb,8.5,4.5,1.4
2009/10,26/09/09,Tottenham,Burnley,5,0,H,2,0,H,18,10,12,7,10,14,2,7,1,1,0,0,M Dean,1.33,5.0,10.0
2009/10,26/09/09,Wigan,Chelsea,3,1,H,1,0,H,15,14,9,8,11,11,4,7,1,2,0,1,P Dowd,10.0,5.0,1.33
2009/10,27/09/09,Sunderland,Wolves,5,2,H,1,0,H,10,15,8,11,18,11,7,8,1,3,0,0,L Mason,1.73,3.6,5.0
2009/10,28/09/09,Man City,West Ham,3,1,H,2,1,H,20,12,12,8,18,14,11,5,1,1,0,0,C Foy,1.44,4.33,7.5
2009/10,03/10/09,Bolton,Tottenham,2,2,D,1,1,D,12,17,9,9,15,16,5,6,2,1,0,0,M Jones,3.8,3.6,1.95
2009/10,03/10/09,Burnley,Birmingham,2,1,H,0,0,D,15,10,13,6,17,11,8,4,0,3,0,0,K Friend,2.3,3.25,3.2
2009/10,03/10/09,Hull,Wigan,2,1,H,0,0,D,11,13,6,5,14,8,4,2,0,2,0,0,M Clattenburg,2.88,3.3,2.5
2009/10,03/10/09,Man United,Sunderland,2,2,D,0,1,A,17,4,9,3,11,15,14,1,2,3,0,1,A Wiley,1.2,6.5,15.0
2009/10,03/10/09,Wolves,Portsmouth,0,1,A,0,1,A,11,12,5,8,8,12,8,6,1,2,0,0,H Webb,2.0,3.4,3.8
2009/10,04/10/09,Arsenal,Blackburn,6,2,H,3,2,H,24,7,18,7,9,10,8,1,1,1,0,0,P Walton,1.2,6.5,15.0
2009/10,04/10/09,Chelsea,Liverpool,2,0,H,0,0,D,12,12,8,3,14,17,5,8,1,1,0,0,M Atkinson,2.1,3.3,3.6
2009/10,04/10/09,Everton,Stoke,1,1,D,0,0,D,24,8,17,6,5,15,11,4,1,3,0,0,A Marriner,1.57,4.0,6.0
2009/10,04/10/09,West Ham,Fulham,2,2,D,1,0,H,20,10,10,6,12,9,8,4,3,2,0,1,P Dowd,2.2,3.25,3.4
2009/10,05/10/09,Aston Villa,Man City,1,1,D,1,0,H,12,9,6,7,10,8,6,6,1,2,0,0,M Dean,2.75,3.25,2.63
2009/10,17/10/09,Arsenal,Birmingham,3,1,H,2,1,H,20,3,12,2,8,16,7,3,1,2,0,0,L Probert,1.17,7.0,19.0
2009/10,17/10/09,Aston Villa,Chelsea,2,1,H,1,1,D,7,21,5,13,19,13,6,9,2,1,0,0,K Friend,4.5,3.6,1.8
2009/10,17/10/09,Everton,Wolves,1,1,D,0,0,D,13,12,5,6,6,15,6,5,1,3,0,1,S Attwell,1.44,4.2,6.5
2009/10,17/10/09,Man United,Bolton,2,1,H,2,0,H,13,15,7,7,15,8,13,1,0,1,0,0,M Clattenburg,1.2,5.5,13.0
2009/10,17/10/09,Portsmouth,Tottenham,1,2,A,0,2,A,23,9,13,4,14,13,10,9,3,3,1,1,P Dowd,4.5,3.5,1.83
2009/10,17/10/09,Stoke,West Ham,2,1,H,1,1,D,11,12,4,11,16,13,5,6,3,3,0,0,M Atkinson,2.1,3.3,3.6
2009/10,17/10/09,Sunderland,Liverpool,1,0,H,1,0,H,13,15,7,6,20,17,1,7,2,1,0,0,M Jones,4.2,3.4,1.91
2009/10,18/10/09,Blackburn,Burnley,3,2,H,3,1,H,12,9,6,5,18,14,3,2,3,3,0,0,C Foy,1.73,3.6,5.0
2009/10,18/10/09,Wigan,Man City,1,1,D,1,0,H,13,5,7,4,15,11,6,6,2,1,0,1,A Wiley,5.0,3.6,1.73
2009/10,19/10/09,Fulham,Hull,2,0,H,1,0,H,17,5,11,2,13,15,7,4,1,1,0,0,A Marriner,1.67,3.6,5.5
2009/10,24/10/09,Birmingham,Sunderland,2,1,H,1,0,H,19,14,13,6,9,14,6,8,3,1,0,0,M Atkinson,2.9,3.25,2.5
2009/10,24/10/09,Burnley,Wigan,1,3,A,1,1,D,12,13,9,8,12,11,7,4,2,0,0,0,L Mason,2.5,3.3,2.88
2009/10,24/10/09,Chelsea,Blackburn,5,0,H,1,0,H,26,5,15,2,8,10,8,0,0,1,0,0,A Wiley,1.2,6.5,15.0
2009/10,24/10/09,Hull,Portsmouth,0,0,D,0,0,D,7,8,3,2,16,23,6,6,2,1,0,0,S Attwell,2.6,3.2,2.8
2009/10,24/10/09,Tottenham,Stoke,0,1,A,0,0,D,22,8,12,2,8,18,7,1,0,3,0,0,L Probert,1.44,4.33,7.5
2009/10,24/10/09,Wolves,Aston Villa,1,1,D,0,0,D,8,12,4,8,10,16,8,3,1,2,0,0,P Walton,3.5,3.2,2.2
2009/10,25/10/09,Bolton,Everton,3,2,H,2,1,H,12,17,8,12,14,15,4,4,3,1,0,0,P Dowd,2.63,3.25,2.75
2009/10,25/10/09,Liverpool,Man United,2,0,H,0,0,D,11,7,6,5,20,11,5,1,2,3,1,1,A Marriner,3.0,3.25,2.4
2009/10,25/10/09,Man City,Fulham,2,2,D,0,0,D,20,11,7,5,11,12,14,2,0,2,0,0,K Friend,1.44,4.2,8.0
2009/10,25/10/09,West Ham,Arsenal,2,2,D,0,2,A,15,15,9,10,17,15,6,8,3,2,1,0,C Foy,7.0,4.2,1.5
2009/10,31/10/09,Arsenal,Tottenham,3,0,H,2,0,H,18,7,12,5,10,10,6,2,1,1,0,0,M Clattenburg,1.57,4.0,6.0
2009/10,31/10/09,Bolton,Chelsea,0,4,A,0,1,A,15,27,6,17,9,7,8,10,1,1,1,0,P Walton,9.0,4.33,1.4
2009/10,31/10/09,Burnley,Hull,2,0,H,1,0,H,11,8,5,6,12,13,8,1,1,4,0,1,M Jones,1.91,3.4,4.2
2009/10,31/10/09,Everton,Aston Villa,1,1,D,1,0,H,9,13,4,8,15,16,3,4,1,3,1,1,L Probert,2.5,3.25,2.88
2009/10,31/10/09,Fulham,Liverpool,3,1,H,1,1,D,10,6,6,3,10,13,2,2,1,0,0,2,L Mason,4.2,3.4,1.91
2009/10,31/10/09,Man United,Blackburn,2,0,H,0,0,D,20,2,11,1,10,21,7,2,0,2,0,0,P Dowd,1.17,7.0,19.0
2009/10,31/10/09,Portsmouth,Wigan,4,0,H,2,0,H,21,8,11,3,11,10,7,4,0,1,0,0,A Wiley,2.38,3.3,3.0
2009/10,31/10/09,Stoke,Wolves,2,2,D,2,0,H,10,11,5,7,13,15,4,3,0,3,0,0,C Foy,1.91,3.4,4.2
2009/10,31/10/09,Sunderland,West Ham,2,2,D,1,2,A,17,15,7,9,12,16,7,3,3,3,1,1,A Marriner,2.0,3.3,4.0
2009/10,01/11/09,Birmingham,Man City,0,0,D,0,0,D,7,14,4,6,9,8,4,8,3,1,1,0,M Dean,4.33,3.6,1.83
2009/10,04/11/09,West Ham,Aston Villa,2,1,H,1,0,H,14,13,7,10,11,12,6,14,2,4,0,1,S Bennett,2.75,3.3,2.63
2009/10,07/11/09,Aston Villa,Bolton,5,1,H,2,1,H,19,13,13,9,17,16,8,1,1,4,0,0,M Clattenburg,1.8,3.5,4.75
2009/10,07/11/09,Blackburn,Portsmouth,3,1,H,0,1,A,10,9,6,3,12,18,8,5,3,3,0,0,A Marriner,2.1,3.4,3.6
2009/10,07/11/09,Man City,Burnley,3,3,D,1,2,A,13,6,8,4,10,11,8,3,1,3,0,0,S Attwell,1.33,4.75,11.0
2009/10,07/11/09,Tottenham,Sunderland,2,0,H,1,0,H,10,14,8,6,10,19,4,4,1,2,0,0,K Friend,1.57,3.75,6.5
2009/10,07/11/09,Wolves,Arsenal,1,4,A,0,3,A,8,11,6,6,9,15,4,4,2,3,0,0,St Bennett,9.0,4.75,1.36
2009/10,08/11/09,Chelsea,Man United,1,0,H,0,0,D,12,21,9,10,13,15,0,7,3,3,0,0,Mn Atkinson,2.0,3.25,4.0
2009/10,08/11/09,Hull,Stoke,2,1,H,0,1,A,16,7,8,4,12,14,4,2,1,4,0,1,M Dean,2.75,3.3,2.6
2009/10,08/11/09,West Ham,Everton,1,2,A,0,1,A,16,9,7,6,12,18,5,4,0,5,0,0,A Wiley,2.4,3.3,3.0
2009/10,08/11/09,Wigan,Fulham,1,1,D,1,1,D,19,7,12,3,15,16,10,6,2,1,0,0,P Dowd,2.25,3.2,3.4
2009/10,09/11/09,Liverpool,Birmingham,2,2,D,1,2,A,27,5,14,2,7,9,11,1,1,2,0,0,P Walton,1.36,4.5,10.0
2009/10,21/11/09,Birmingham,Fulham,1,0,H,1,0,H,3,12,2,5,7,9,0,7,1,0,0,0,C Foy,2.5,3.2,2.9
2009/10,21/11/09,Burnley,Aston Villa,1,1,D,1,0,H,11,10,6,6,6,12,6,8,0,3,0,0,H Webb,3.4,3.3,2.2
2009/10,21/11/09,Chelsea,Wolves,4,0,H,3,0,H,23,4,14,3,4,14,5,6,0,2,0,0,L Mason,1.17,7.0,19.0
2009/10,21/11/09,Hull,West Ham,3,3,D,3,2,H,12,16,8,10,9,17,5,3,0,4,1,0,M Clattenburg,2.88,3.25,2.5
2009/10,21/11/09,Liverpool,Man City,2,2,D,0,0,D,10,9,6,6,9,13,7,3,2,0,0,0,P Dowd,1.91,3.4,4.2
2009/10,21/11/09,Man United,Everton,3,0,H,1,0,H,18,11,11,5,4,6,13,4,2,2,0,0,S Bennett,1.4,4.5,9.0
2009/10,21/11/09,Sunderland,Arsenal,1,0,H,0,0,D,5,9,1,3,10,10,2,6,2,1,0,0,A Wiley,6.0,3.75,1.62
2009/10,22/11/09,Bolton,Blackburn,0,2,A,0,1,A,15,15,8,11,13,12,7,7,3,1,0,0,M Dean,2.25,3.2,3.4
2009/10,22/11/09,Stoke,Portsmouth,1,0,H,0,0,D,9,14,3,7,15,13,4,4,1,2,0,0,K Friend,2.1,3.4,3.5
2009/10,22/11/09,Tottenham,Wigan,9,1,H,1,0,H,28,11,16,5,9,11,10,5,1,0,0,0,P Walton,1.44,4.33,8.0
2009/10,25/11/09,Fulham,Blackburn,3,0,H,1,0,H,8,7,4,3,7,13,3,3,0,0,0,0,S Attwell,2.1,3.3,3.6
2009/10,25/11/09,Hull,Everton,3,2,H,3,0,H,8,5,7,3,18,23,3,4,1,4,0,0,M Atkinson,3.5,3.3,2.15
2009/10,28/11/09,Aston Villa,Tottenham,1,1,D,1,0,H,12,23,4,17,10,8,7,9,0,1,0,0,P Dowd,2.5,3.25,2.88
2009/10,28/11/09,Blackburn,Stoke,0,0,D,0,0,D,11,7,4,4,12,11,9,2,1,2,0,0,H Webb,1.91,3.4,4.2
2009/10,28/11/09,Fulham,Bolton,1,1,D,0,1,A,12,4,7,2,7,21,8,5,1,6,0,0,S Bennett,1.91,3.5,4.2
2009/10,28/11/09,Man City,Hull,1,1,D,1,0,H,17,8,7,3,14,12,8,2,1,3,0,0,L Probert,1.29,5.5,11.0
2009/10,28/11/09,Portsmouth,Man United,1,4,A,1,1,D,20,12,12,8,16,10,4,8,4,3,0,0,M Dean,10.0,4.5,1.36
2009/10,28/11/09,West Ham,Burnley,5,3,H,3,0,H,9,16,5,10,10,15,1,7,2,1,0,1,C Foy,1.8,3.6,4.5
2009/10,28/11/09,Wigan,Sunderland,1,0,H,0,0,D,16,9,10,4,12,14,5,8,0,3,0,0,Mn Atkinson,2.4,3.4,2.9
2009/10,29/11/09,Arsenal,Chelsea,0,3,A,0,2,A,5,7,3,5,17,12,4,3,2,2,0,0,A Marriner,2.7,3.2,2.7
2009/10,29/11/09,Everton,Liverpool,0,2,A,0,1,A,12,9,8,7,15,12,6,4,1,0,0,0,A Wiley,3.5,3.4,2.1
2009/10,29/11/09,Wolves,Birmingham,0,1,A,0,1,A,8,13,2,7,14,8,6,5,2,1,0,0,M Clattenburg,2.4,3.2,3.1
2009/10,05/12/09,Arsenal,Stoke,2,0,H,1,0,H,12,5,8,4,3,7,10,2,0,0,0,0,M Clattenburg,1.29,5.0,13.0
2009/10,05/12/09,Aston Villa,Hull,3,0,H,2,0,H,13,5,6,1,15,15,9,3,4,3,0,0,S Attwell,1.44,4.33,7.5
2009/10,05/12/09,Blackburn,Liverpool,0,0,D,0,0,D,9,15,3,11,15,9,1,8,1,0,0,0,M Atkinson,5.25,3.8,1.67
2009/10,05/12/09,Man City,Chelsea,2,1,H,1,1,D,13,10,8,6,12,17,9,6,1,6,0,0,H Webb,4.2,3.4,1.91
2009/10,05/12/09,Portsmouth,Burnley,2,0,H,0,0,D,9,14,4,8,16,14,5,5,4,2,0,0,P Dowd,1.91,3.4,4.2
2009/10,05/12/09,West Ham,Man United,0,4,A,0,1,A,11,18,7,11,8,16,2,8,0,1,0,0,P Walton,8.0,4.2,1.44
2009/10,05/12/09,Wigan,Birmingham,2,3,A,1,0,H,18,10,7,9,14,8,2,2,2,0,0,0,L Probert,2.1,3.3,3.6
2009/10,05/12/09,Wolves,Bolton,2,1,H,1,0,H,12,17,11,10,9,16,11,10,2,1,0,0,C Foy,2.38,3.25,3.1
2009/10,06/12/09,Everton,Tottenham,2,2,D,0,0,D,15,19,6,11,11,18,1,6,4,4,0,0,A Marriner,2.88,3.25,2.5
2009/10,06/12/09,Fulham,Sunderland,1,0,H,1,0,H,16,8,5,5,9,12,4,8,1,2,0,0,M Dean,2.1,3.3,3.6
2009/10,12/12/09,Birmingham,West Ham,1,0,H,0,0,D,16,14,9,7,12,13,11,7,3,4,0,1,L Mason,2.1,3.3,3.6
2009/10,12/12/09,Bolton,Man City,3,3,D,2,2,D,12,14,8,6,11,9,5,9,3,3,0,1,M Clattenburg,4.5,3.6,1.8
2009/10,12/12/09,Burnley,Fulham,1,1,D,0,0,D,10,12,8,6,12,8,7,4,0,2,0,0,M Jones,2.63,3.25,2.75
2009/10,12/12/09,Chelsea,Everton,3,3,D,2,2,D,25,10,13,7,13,17,7,1,0,1,0,0,P Dowd,1.25,5.5,15.0
2009/10,12/12/09,Hull,Blackburn,0,0,D,0,0,D,9,14,7,9,14,19,3,4,1,2,0,0,C Foy,2.8,3.25,2.6
2009/10,12/12/09,Man United,Aston Villa,0,1,A,0,1,A,16,8,9,5,4,14,9,4,1,1,0,0,M Atkinson,1.5,4.2,7.0
2009/10,12/12/09,Stoke,Wigan,2,2,D,1,1,D,14,11,5,8,19,8,5,3,5,1,0,0,M Dean,2.1,3.3,3.6
2009/10,12/12/09,Sunderland,Portsmouth,1,1,D,1,0,H,16,9,9,6,12,14,9,6,4,3,0,1,S Bennett,1.8,3.5,4.75
2009/10,12/12/09,Tottenham,Wolves,0,1,A,0,1,A,18,3,10,3,8,13,1,5,0,5,0,0,S Attwell,1.25,5.75,13.0
2009/10,13/12/09,Liverpool,Arsenal,1,2,A,1,0,H,6,7,3,5,19,16,3,4,3,3,0,0,H Webb,2.2,3.3,3.4
2009/10,15/12/09,Birmingham,Blackburn,2,1,H,1,0,H,13,8,6,4,8,16,6,7,2,2,0,0,M Jones,2.2,3.25,3.4
2009/10,15/12/09,Bolton,West Ham,3,1,H,0,0,D,23,9,12,6,10,7,8,4,4,1,0,0,A Marriner,2.25,3.3,3.25
2009/10,15/12/09,Man United,Wolves,3,0,H,2,0,H,12,4,9,1,11,11,8,3,1,1,0,0,S Bennett,1.17,7.0,19.0
2009/10,15/12/09,Sunderland,Aston Villa,0,2,A,0,1,A,15,11,5,4,16,14,7,1,2,2,1,0,K Friend,2.88,3.3,2.5
2009/10,16/12/09,Burnley,Arsenal,1,1,D,1,1,D,8,17,3,9,11,11,3,6,2,0,0,0,M Dean,7.0,4.2,1.5
2009/10,16/12/09,Chelsea,Portsmouth,2,1,H,1,0,H,21,7,8,3,11,11,11,2,0,0,0,0,M Clattenburg,1.14,8.0,19.0
2009/10,16/12/09,Liverpool,Wigan,2,1,H,1,0,H,12,8,7,5,12,11,13,0,1,1,0,0,P Dowd,1.33,4.75,11.0
2009/10,16/12/09,Tottenham,Man City,3,0,H,1,0,H,19,9,7,5,10,8,5,6,2,3,0,0,A Wiley,2.25,3.3,3.25
2009/10,19/12/09,Arsenal,Hull,3,0,H,1,0,H,18,6,9,2,9,14,8,0,1,5,0,0,S Bennett,1.22,6.0,15.0
2009/10,19/12/09,Aston Villa,Stoke,1,0,H,0,0,D,17,13,8,5,9,12,3,4,0,1,0,0,L Probert,1.4,4.33,9.0
2009/10,19/12/09,Blackburn,Tottenham,0,2,A,0,1,A,13,7,9,2,7,6,5,0,0,1,0,0,P Walton,3.3,3.4,2.2
2009/10,19/12/09,Fulham,Man United,3,0,H,1,0,H,10,16,7,4,10,9,5,2,0,1,0,0,H Webb,6.5,4.0,1.57
2009/10,19/12/09,Man City,Sunderland,4,3,H,3,2,H,11,7,5,5,13,8,6,4,2,2,0,1,A Marriner,1.53,4.0,7.0
2009/10,19/12/09,Portsmouth,Liverpool,2,0,H,1,0,H,14,7,6,3,7,12,8,10,3,3,0,1,L Mason,5.5,4.0,1.62
2009/10,20/12/09,Everton,Birmingham,1,1,D,1,1,D,19,2,7,1,8,9,6,4,0,3,0,0,S Attwell,1.83,3.5,4.5
2009/10,20/12/09,West Ham,Chelsea,1,1,D,1,0,H,6,20,5,6,17,16,5,5,4,3,0,0,M Dean,8.5,4.5,1.4
2009/10,20/12/09,Wolves,Burnley,2,0,H,1,0,H,12,10,12,6,17,9,5,5,2,1,0,0,M Atkinson,2.1,3.3,3.6
2009/10,26/12/09,Birmingham,Chelsea,0,0,D,0,0,D,11,27,4,12,6,17,7,11,1,2,0,1,P Walton,6.5,3.8,1.57
2009/10,26/12/09,Burnley,Bolton,1,1,D,0,1,A,15,11,7,5,11,12,8,2,0,0,0,0,C Foy,2.38,3.3,3.0
2009/10,26/12/09,Fulham,Tottenham,0,0,D,0,0,D,15,6,6,1,19,12,4,2,1,0,0,0,S Bennett,2.8,3.4,2.5
2009/10,26/12/09,Liverpool,Wolves,2,0,H,0,0,D,14,6,10,2,9,10,7,1,0,1,0,1,A Marriner,1.29,5.5,11.0
2009/10,26/12/09,Man City,Stoke,2,0,H,2,0,H,12,7,6,3,13,10,7,6,0,2,0,0,L Mason,1.44,4.33,7.5
2009/10,26/12/09,Sunderland,Everton,1,1,D,1,0,H,10,12,6,4,17,16,4,12,1,3,0,0,M Atkinson,2.38,3.3,3.0
